Mistrzostwa Europy w Koszykówce Mężczyzn 2009,2009年バスケットボール男子欧州選手権
województwo łódzkie,ウッチ県
województwo świętokrzyskie,シフィェンティクシシュ県
Gniezno,グニェズノ
Śląsk,シレジア
identyfikator Skijumping.pl,Skijumping.plジャンプ選手識別子
województwo zachodniopomorskie,西ポモージェ県
Leszno,レシュノ
identyfikator PLWABN,ポーランド国立図書館識別子
identyfikator internetowej Encyklopedii PWN,オンラインPWN百科事典識別子
Język rusiński,ルシン語
Warszawa,ワルシャワ
Zamek Królewski na Wawelu,ヴァヴェル城
Mistrzostwa Europy w Piłce Nożnej 2012,UEFA EURO 2012
Babsk,バプスク
Kwisa,クフィサ川
Konin,コニン
województwo podkarpackie,ポトカルパチェ県
język romski,ロマ語
Województwo poznańskie,ポズナン県
Biblioteka Raczyńskich w Poznaniu,ラチンスキ図書館
województwo podlaskie,ポドラシェ県
Wąchock,ヴォンホツク
Ostrów Wielkopolski,オストロフ・ヴィエルコポルスキ
Gdynia,グディニャ
Racibórz,ラチブシュ
Boże Narodzenie w Polsce,ポーランドのクリスマス
Poznań,ポズナン
Koło,コウォ
Kościan,コシチャン
Tychy,ティヒ
Września,ヴゼスニャ群
Szamotuły,シャモツリ
Biedrusko,ヴァルテラーガー演習場
Suchy Las,スヒ・ラス
Kórnik,クールニク
etnolekt śląski,シレジア語
Kraków,クラクフ
Kotlina Freienwaldzka,オーダーブルッフ
Grodzisk Wielkopolski,グロジスク・ヴィェルコポルスキ
Jarocin,ヤロチン
Teatr Wielki im. Stanisława Moniuszki w Poznaniu,ポズナン歌劇場
Ratusz w Poznaniu,ポズナン市庁舎
Polskie Wydawnictwo Muzyczne,ポーランド音楽出版社
Krypta Zasłużonych na Skałce,地下聖堂
Zielenica,西ポモージェ県の村
Biblioteka Jagiellońska,ヤゲロニア図書館
język wilamowski,ヴィラモヴィアン語
lista prezydentów Polski,ポーランドの大統領一覧
Operacja wschodniokarpacka,カルパティア・デュクラ作戦
Ełk,エウク
Tarnobrzeg,タルノブジェク
Koszalin,コシャリン
Pułtusk,プルツスク
Fabryka Samochodów Małolitrażowych,FSM
Fabryka Samochodów Osobowych,Fabryka Samochodów Osobowych
ESCP Europe,ESCP EUROPE
Łódź,ウッチ
Giełda Papierów Wartościowych w Warszawie,ワルシャワ証券取引所
Narew,ナレフ川
Katowice,カトヴィツェ
Nowy Dwór Królewski,ノヴィ・ドゥヴル・クルレフスキ
Szczebrzeszyn,シュチェブジェシン
Środa Wielkopolska,シュロダ・ヴィエルコポルスカ
Lech Poznań,レフ・ポズナン
Golińsk,ゴリンスク
Łużyce,ラウジッツ
Allegro,Allegro
język karaimski,カライム語
Międzyrzec Podlaski,ミェンヅィジェツ・ポドラスキ
Słubice,スウビツェ
Biskupiec,ビスクピェツ
Święto Matki Boskiej gromnicznej,グロムニツァ
Szczecin,シュチェチン
Odra,オーデル川
Morze Bałtyckie,バルト海
Wisła,ヴィスワ川
Pogorzela,ポゴジェラ
Polskie Koleje Państwowe,ポーランド国鉄
Sochaczew,ソハチェフ
Warta,ヴァルタ川
Dębno,デンブノ
Kutno,クトノ
Partia Zieloni,緑の党
Zielonka,ジェロンカ
Opole,オポレ
.pl,.pl
bitwa pod Grunwaldem,タンネンベルクの戦い
język cerkiewnosłowiański,教会スラヴ語
Przemyśl,プシェムィシル
język pruski,プロシア語
Język jaćwiński,スドヴィア語
język połabski,ポラーブ語
etnolekt słowiński,スロヴィンツ語
Lublin,ルブリン
Spisz,スピシュ
Olsztyn,オルシュティン
Polonez,ポロネーズ
Chrzanów,フシャヌフ
Nowy Sącz,ノヴィ・ソンチ
język kaszubski,カシューブ語
Ty4,ドイツ国鉄44形蒸気機関車
Order Orła Białego,白鷲勲章 (ポーランド)
powiat olsztyński,オルシュティン郡
Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,ワルシャワ生命科学大学
Białystok,ビャウィストク
Rada Pomocy Żydom,ジェゴタ
Wisła,ヴィスワ
Sanok,サノク
język polski,ポーランド語
Rzeszów,ジェシュフ
Żubrówka,ズブロッカ
Żuromin,ジュロミン
Order Zasługi Rzeczypospolitej Polskiej,ポーランド共和国功労勲章
Polski Komitet Wyzwolenia Narodowego,ポーランド国民解放委員会
Wrocław,ヴロツワフ
Polskie Linie Lotnicze LOT,LOTポーランド航空
Żelazowa Wola,ジェラゾヴァ・ヴォラ
Wolin,Wollin町
Polesie,ポリーシャ
Sopot,ソポト
Bydgoszcz,ブィドゴシュチュ
Żmigród,ジュミグルト
Police,ポリーツェ
Świnoujście,シフィノウイシチェ
Ziębice,ジェンビツェ
Niezależny Samorządny Związek Zawodowy „Solidarność”,独立自主管理労働組合「連帯」
Krynica-Zdrój,クリニツァ＝ズドルイ
Wielkopolska,グレーターポーランド
Polacy,ポーランド人
Narodowa Demokracja,国民民主党 (ポーランド)
Żelechów,ジェレフフ
Gdańsk,グダニスク
Rząd Rzeczypospolitej Polskiej na uchodźstwie,ポーランド亡命政府
Sokolnictwo,鷹狩
Biała Podlaska,ビャワ・ポドラスカ
II liga polska w piłce nożnej,2.リガ
Polska Partia Socjalistyczna,ポーランド社会党
Stronnictwo Narodowo-Demokratyczne,国民民主党 (ポーランド)
Konfederacja Narodu,国民同盟
Karpaty,カルパティア山脈
Żychlin,ジフリン
Ministerstwo Spraw Zagranicznych,ポーランド外務省
Wadowice,ヴァドヴィツェ
Górnik Konin,グールニク・コニン
stosunki polsko-rosyjskie,ポーランドとロシアの関係
Kazimierz,カジミェシュ (クラクフ)
Trzciano,トシチャノ
Pomorze Tylne,遠ポメラニア
Polonia Warszawa,ポロニア・ワルシャワ
Uznam,ウーゼドム島
Pieszyce,ピエシツェ
Cytadela Warszawska,ワルシャワ砦
Żory,ジョルィ
powiat poznański,ポズナンスキ郡
Wieluń,ヴィエルニ
Murcki,ムルキ
Radziwiłłowie,ラジヴィウ家
powidła,ポヴィドル
Busko-Zdrój,ブスコ・ズドルイ
Kruklanki,グミナ・クルクランキ
Lelkowo,グミナ・レルコヴォ
Air Poland,エア・イタリー・ポーランド
Województwo pilskie,ピワ県
Polskie Zakłady Lotnicze,PZLミェレッツ
Olimpiada szachowa 1969,女子チェスオリンピック1969
Polanica-Zdrój,ポラニツァ＝ズドルイ
Polskie Stronnictwo Ludowe,ポーランド農民党
Terespol,テレスポル
Kurów,クルフ
Gostyń,ゴスティン
Kielce,キェルツェ
San,サン川
Znicz Pruszków,ズニチュ・プルシュクフ
Prawica Rzeczypospolitej,共和国右翼
Brzeg,ブシェク
Karkonosze,リーゼンゲビルゲ山地
Braniewo,グミナ・ブラニェヴ
Skierniewice,スキェルニェヴィツェ
Giżycko,グミナ・ギジツコ
Senat Rzeczypospolitej Polskiej,ポーランド共和国上院
Końskowola,コィンスコヴォラ
Sejm Rzeczypospolitej Polskiej,ポーランド共和国下院
Tuszyn,トゥシン
Lwówek Śląski,ルヴヴェック・シロンスキ
Beskidy,ベスキディ山脈
powiat gliwicki,グリヴィツェ郡
Pilica,プリツァ城
Flis,木材流送
Dziecinów,ヂェチヌフ
Łomża,ウォムジャ
Stoczek Łukowski,ストシェク・ウコフスキ
Kamienna Góra,カミェンナ・グラ
Pyrzyce,ピージツェ
Air Polonia,エア・ポロニア
Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie,ユゼフ・ピウスツキ体育大学ワルシャワ
Akademia Sztuk Pięknych im. Jana Matejki w Krakowie,ヤン・マテイコ美術アカデミー
Pogrom kielecki,キェルツェのユダヤ人虐殺
Lubin,ルビン
Bytom,ビトム
Linia elektroenergetyczna 750 kV Widełka - Chmielnicka,ジェシュフ・フメリヌィーツィクィイ送電線
Działoszyn,グミナ・ジャウォシン
Suwałki,スヴァウキ
Zakon Kleryków Regularnych Ubogich Matki Bożej Szkół Pobożnych,エスコラピオス修道会
Lewin Brzeski,レヴィン・ブジェスキ
Iława,グミナ・イワヴァ
Płoskinia,グミナ・プウォスキニア
Polska na Letnich Igrzyskach Olimpijskich 2004,2004年アテネオリンピックのポーランド選手団
Wisłoka,ヴィスウォカ川
Gorzów Wielkopolski,ゴジュフ・ヴィエルコポルスキ
Rogaliński Park Krajobrazowy,ロガリン景観公園
Myszyniec,ミシニエツ
Nowy Targ,ノヴィ・タルク
Akademia Sztuk Pięknych w Warszawie,ワルシャワ美術アカデミー
Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,AGH 科学技術大学
Akcja Wyborcza Solidarność,「連帯」選挙行動
Chełm,ヘウム
Częstochowa,チェンストホヴァ
Polska w Konkursie Piosenki Eurowizji,ポーランドのユーロビジョン・ソング・コンテスト
Susz,グミナ・スシュ
Biuro Szyfrów,ポーランド暗号局
obóz w Poniatowej,ポニャトヴァ強制労働収容所
Zabrze,ザブジェ
Getto tranzytowe w Izbicy,イズビカ通過収容所
Wrocław Główny,ヴロツワフ中央駅
autostrada A1,アウトストラーダ A1
Płock,プウォツク
Marynarka Wojenna,ポーランド海軍
Korsze,グミナ・コルシェゼ
Elbląg,エルブロンク
Porty lotnicze w Polsce,ポーランドの空港の一覧
Pińczów,ピンツフ
Kiwity,グミナ・キビティ
Opatów,オパトゥフ
Chorzów,ホジュフ
powiat pucki,プック郡
Ogród Zoologiczny w Opolu,オポーレ動物園
Ogród Zoologiczny we Wrocławiu,ヴロツワフ動物公園
Miejski Ogród Zoologiczny w Warszawie,ワルシャワ動物園
Zielona Góra,ジェロナ・グラ
Szlak bursztynowy,琥珀の道
Działdowo,グミナ・ジャウドヴォ
trasa europejska E36,E36号線
Reprezentacja Śląska w piłce nożnej,サッカーシレジア代表
Słupsk,スウプスク
Janowo,グミナ・ヤノボ
Godkowo,グミナ・ゴトコボ
Nowa Ruda,ノヴァ・ルダ
Warka,ヴァルカ (ポーランド)
Lędziny,レンジニ
Pomorze,ポメラニア
Zgierz,ズギェシ
Eurokorpus,欧州合同軍
Stargard,スタルガルト・シュチェチンスキ
Strzegom,シュツェゴム
Polkowice,ポルコヴィツェ
Knurów,クヌルフ
autostrada A8,アウトストラーダ A8
Gliwice,グリヴィツェ
Płońsk,プウォニスク
powiat,ポーランドの郡
biskupstwo kamieńskie,カーミン
Złocieniec,ズウォチェニェツ
Sosnowiec,ソスノヴィエツ
Złota 44,ズウォタ44
Złote Tarasy,ズウォティ・タラスィ
Kargowa,カルゴヴァ
Szczecin Główny,シュチェチン中央駅
Oxford Tower,オクスフォード・タワー (ワルシャワ)
Biała,ビャワ・プルドニツカ
Kościoły łaski,シュレージエンにおける慈悲の教会
Pruska Kolej Wschodnia,プロイセン東線
Ratusz Starego Miasta w Gdańsku,グダニスク旧市庁舎
Zamach 20 lipca,ヒトラー暗殺計画
trasa europejska,欧州自動車道路
Radom,ラドム
Reprezentacja Polski w koszykówce kobiet,バスケットボール女子ポーランド代表
Mikołajki,グミナ・ミコワイキ
Ząbkowice Śląskie,ゾンプコヴィツェ・シロンスキエ
Wydminy,グミナ・ビドミニ
Cracovia,KSクラコヴィア
Rybnik,リブニク
Tarnów,タルヌフ
Zachęta Narodowa Galeria Sztuki,ザヘンタ国立美術館
Bielsko-Biała,ビェルスコ＝ビャワ
Włocławek,ヴウォツワヴェク
Wojska Lądowe,ポーランド陸軍
Ząbki,ゾンブキ
Szczytniki,グミナ・シュチュチニキ
Milejewo,グミナ・ミレイェボ
Elbląg,グミナ・エルブロンク
Wilczęta,グミナ・ヴィルジェンタ
Miłki,グミナ・ミウキ
Ryn,グミナ・リン
Złoty Stok,ズウォティ・ストク
Złotów,ズウォトゥフ
święta państwowe w Polsce,ポーランドの祝日
Widzew Łódź,ヴィジェフ・ウッチ
Łowicz,ウォヴィチ
Młynary,グミナ・ムウィナリ
Gietrzwałd,ギエトシュヴァウト
Nidzica,グミナ・ニジツァ
Krzyżowa,クルジゾワ
Siły Zbrojne Rzeczypospolitej Polskiej,ポーランド軍
Zamek Książąt Pomorskich w Szczecinie,シチェチンの城
Bitwa pod Mławą,ムワヴァの戦い
Topfmine,トプフミーネ
powiat brzeski,ブジェク郡
powiat głubczycki,グウプチツェ郡
powiat prudnicki,プルドニク郡
Ostrołęka,オストロウェンカ
Legnica,レグニツァ
Wałbrzych,ヴァウブジフ
Piła,ピワ
Bartoszyce,グミナ・バルトシツェ
Ruda Śląska,ルダ・シロンスカ
Dąbrowa Górnicza,ドンブロヴァ・グルニチャ
Pomnik Powstania Warszawskiego,ワルシャワ蜂起記念碑
Szopienice,ショピェニツェ＝ブロヴィエツ
Instytut Astronomii,トルン天文台
Zespół pałacowo-parkowy w Natolinie,ナトリン
Kłodzko,クウォツコ
powiat kluczborski,クルチュボルク郡
powiat krapkowicki,クラプコヴィツェ郡
Oi1,プロイセン邦有鉄道P6型蒸気機関車
SS Sołdek,ソウデク
Kopalnia soli Wieliczka,ヴィエリチカ岩塩坑
Kołobrzeg,コウォブジェク
powiat ostródzki,オストルダ郡
Międzychód,ミェンジフト
Tramwaje w Warszawie,ワルシャワ市電
Polsat,ポルサット
Jedwabne,イェドヴァブネ
Krzyż Zasługi,十字章
Sulechów,スレフフ
Euroregion Silesia,シレジア・ユーロリージョン
Europejski długodystansowy szlak pieszy E11,ヨーロッパ長距離ハイキング道E11
powiat strzelecki,ストシェレツキ郡
Krosnowice,レンゲルスドルフ
smok wawelski,ヴァヴェルの竜
Pleszew,プレシェフ
Agencja Wywiadu,対外情報庁
Kisielice,グミナ・キシエリツェ
powiat giżycki,ギジツコ郡
powiat kędzierzyńsko-kozielski,ケンジェジン・コジレ郡
Będzin,ベンジン（ポーランド）
Jastrzębie-Zdrój,ヤストシェンビェ＝ズドルイ
Polski Autokefaliczny Kościół Prawosławny,ポーランド正教会
linia kolejowa Berlin – Szczecin,ベルリン-シュチェチン線
Staniszów,スタニシュフ
Ładzin,ワジン
Augustów,アウグストゥフ
Stryków,ストリクフ
Banie,バニェ
Politechnika Gdańska,グダニスク工科大学
Berlin-Warszawa-Express,ベルリン-ワルシャワエクスプレス
Katastrofa lotu Lufthansa 2904,ルフトハンザ航空2904便オーバーラン事故
Pawiak,パヴィアク刑務所
Gęsiówka,ゲンシュフカ監獄
Lubań,ルバニ
Podhale,ポトハレ地方
Lotnisko Chopina w Warszawie,ワルシャワ・ショパン空港
powiat piski,ピシュ郡
powiat nyski,ニサ郡
powiat oleski,オレスノ郡
Polska na Letnich Igrzyskach Olimpijskich 1996,1996年アトランタオリンピックのポーランド選手団
Janowiec Kościelny,グミナ・ヤノビエツ＝コシチェルニ
Mistrzostwa Świata w Szermierce 1963,1963年フェンシング世界選手権
Fabryka Emalia Oskara Schindlera,旧オスカー・シンドラー琺瑯工場
Wieliczka,ヴィエリチカ
Mistrzostwa Europy U-19 w Piłce Nożnej 2006,UEFA U-19欧州選手権2006
Gołuchów,グウフフ (ヴィエルコポルスカ県)
powiat mogileński,モギルノ郡
Jarszewko,ヤルシェフコ
Komunistyczna Partia Polski,ポーランド共産党
powiat szczycieński,シュチトノ郡
złoty,ズウォティ
Blachownia Śląska,ブレッヒハマー労働収容所
Tczew,トチェフ
Bogatynia,ボガティニャ
muzyka polska,ポーランド
Bataliony Chłopskie,農民大隊
Przygodzice,プジィゴジツェ
Raków Częstochowa,ラコフ・チェンストホヴァ
Kędzierzyn-Koźle,ケンジェジン＝コジレ
powiat żuromiński,ジュロミン郡
Amica Wronki,アミカ・ウロンキ
Bitwa w Borach Tucholskich,トゥホラ森の戦い
Węgorzyno,ヴェンゴジーノ
Grudziądz,グルジョンツ
Polsat Warsaw Open,オレンジ・ワルシャワ・オープン
AXN Spin,AXNスピン
AZS Koszalin,AZSコシャリン
AZS PSW Biała Podlaska,AZS PWSZ ビアワ・ポドラスカ
Łęki Małe,ウェンキ・マウェ
Województwo zamojskie,ザモシチ県
powiat hrubieszowski,フルビェシュフ郡
Piecki,グミナ・ピエツキ
Bączkowski i inni przeciwko Polsce,裁判が行われた
Mszczonów,ムシチョヌフ
Jelcz,イェルチ社
Bazylika archikatedralna Wniebowzięcia Najświętszej Maryi Panny i św. Andrzeja we Fromborku,フロムボルク大聖堂
Mielno,グミナ・ミエルノ
Nowy Dwór Gdański,ノヴィ・ドヴォル・グダニスキ
Dziecinów,ヂェチヌフ
Chojnów,ホイヌフ
gromada,グロマダ
Adwentystyczna Organizacja Pomocy i Rozwoju,ADRA
Telewizja Polska,ポーランド・テレビ
Odry,オードリー
Cieszeniewo,チェシェニエヴォ
Niedzica,ニェジツァ
Krajowy Festiwal Piosenki Polskiej w Opolu,オポーレ国民音楽祭
DB Cargo Polska,DBカーゴ・ポーランド
Karlino,グミナ・カルリノ
Górowo Iławeckie,グミナ・ゴローボ・イワウェツキ
Osie,オシェ
Lyd2,PKPクラスLyd2
Pełczyce,グミナ・ペウチツェ
Sulików,スリクフ
Barlinek,グミナ・バルリネク
Bieszczady,ビエシュチャディ山地
Śląsk Cieszyński,チェシン・シレジア
Żoliborz,ジョリボルシェ
Ruch Chorzów,ルフ・ホジューフ
powiat gnieźnieński,グニェズノ郡
Pogezania,ポゲサニア
hymn Polski,ドンブロフスキのマズルカ
futuryzm,未来派
Radzymin,ラジミン
WIG20,WIG20
Pałac Prezydencki w Warszawie,ポーランド大統領宮殿
powiat kolski,コウォ郡
Sarbinowo,サルビノヴォ
powiat kaliski,カリシュ郡
Iłowo-Osada,グミナ・イウォボ＝オサダ
Towarzystwo Warszawskie Przyjaciół Nauk,科学の友協会
Tour de Pologne 2003,ツール・ド・ポローニュ2003
powiat przasnyski,プシャスヌィシュ郡
powiat tomaszowski,トマシュフ・マゾヴィエツキ郡
RTCN Raszyn,Raszyn長波送信機
Ogólnopolskie Porozumienie Związków Zawodowych,全ポーランド労働組合協定
Darłowo,リューゲンヴァルデ
Darłowo,グミナ・ダルウォヴォ
Będzino,グミナ・ベンジノ
Warnice,グミナ・ヴァルニツェ
Kobylanka,グミナ・コビランカ
Roś,ロシ湖
Karpacz,カルパチュ
powiat malborski,マルボルク郡
Brańsk,ブリヤンスク
Gdańsk Główny,グダニスク中央駅
Sławoborze,グミナ・スワヴォボルゼ
Frombork,フロンボルク
Sianów,グミナ・シャヌフ
Nowa Hanza,新ハンザ同盟
Uniwersytet Medyczny w Łodzi,ウージ医科大学
Warszawski Uniwersytet Medyczny,ワルシャワ医科大学
Wodzisław Śląski,ヴォジスワフ・スラースキ
Rzeplin,ジェプリン
Goleniów,グミナ・ゴレニュフ
Stolpersteine,つまずきの石
powiat gorzowski,ゴジュフ郡
powiat krośnieński,クロスノ郡
Grzędy,グジェンディ (ドルヌィ・シロンスク県)グジェンディ
Marianowo,グミナ・マリアノヴォ
Choszczno,グミナ・ホシュチュノ
Dolice,グミナ・ドリツェ
Polski Związek Piłki Nożnej,ポーランドサッカー協会
Getto krakowskie,クラクフ・ゲットー
Górale,グラル人
Euroregion Pomerania,ユーロリージョン・ポメラニア
Dygowo,グミナ・ディゴヴォ
Przelewice,グミナ・プシェレヴィツェ
Stargard,グミナ・スタルガルト
Kiwity,キビティ
Lidzbark,グミナ・リズバルク
Prosna,プロスナ川
Uniwersytet Wrocławski,ヴロツワフ大学
Fürstengrube,フュルステングルーベ
Kolej Dolnośląsko-Marchijska,ニーダーシュレージッシュ-メルキッシュ線
powiat wolsztyński,ヴォルシュティン郡
Mysłakowice,ミスワコヴィツェ
Mniejszość Niemiecka,ドイツ少数民族
EuroLOT,ユーロLOT
Gubin,グーベン
Uniejów,ウニェユフ
powiat krotoszyński,クロトシン郡
Lusówko,ルソーヴォ
Lesko,レスコ
powiat żagański,ジャガン郡
powiat żarski,ジャリ郡
powiat słupecki,スルプツァ群
powiat sulęciński,スレンチン郡
powiat myśliborski,ムィシリブシュ郡
Sękowa,センコヴァ
Tatrzański Park Narodowy,タトリ国立公園
Jastarnia,ヤスタルニア
Polska Nagroda Filmowa,ポーランド映画賞
powiat policki,ポリツェ郡
Trzcińsko-Zdrój,シェーンフリース
Resko,レスコ
trasa europejska E28,E28号線
Om101,王立ヴュルテンベルク邦有鉄道C型蒸気機関車
Powódź tysiąclecia,1997年の中央ヨーロッパ洪水
Lębork,レンボルク
Strzelce Opolskie,ストシェルツェ・オポルスキエ
Bisztynek,ビスティーネック
Zgromadzenie Narodowe w Polsce,国会
powiat zielonogórski,ジェロナグラ郡
Dziwna,ジヴナ湾
Włoszczowa,ヴウォシュチョヴァ
SS-Hütte Porombka,ゾーラヒュッテ
Białogard,グミナ・ビァウォガルト
Krzęcin,グミナ・クシェンチン
Rega,レガ川
Starogard Gdański,スタロガルド・グダニスキ
bracia szkolni,ラ・サール会
rusini karpaccy,ルシン人
Riese,リース計画
Ustka,ウストカ
Cieszyn,チェシン
Westerplatte,ヴェステルプラッテ
Stowarzyszenie Autorów ZAiKS,ポーランド作家作曲家協会
Parowozownia Pilska,Pilska Okrąglak機関庫協会
Łęknica,ウェンクニツァ
Górnik Zabrze,グールニク・ザブジェ
powiat łęczycki,ウェンチツァ郡
Balice,バリツェ (マウォポルスカ県)
Kętrzyn,ケントシン
Biłgoraj,ビウゴライ
Łobez,ウォベス
Dębno,デンブノ
Polska na Letnich Igrzyskach Olimpijskich 2008,2008年北京オリンピックのポーランド選手団
Uniwersytet Łódzki,ウッチ大学
powiat nowomiejski,ノヴェ＝ミャスト郡
Biesiekierz,グミナ・ビェシェキェシュ
Stara Dąbrowa,グミナ・スタラ・ドンブロヴァ
Mrągowo,グミナ・ムロンゴヴォ
Jordanów,ヨルダヌフ
Bieszczadzki Park Narodowy,ビエシュチャディ国立公園
Nizina Środkowoeuropejska,北ヨーロッパ平野
Ziemia dobrzyńska,ドブジンの地
Śródmieście,街中
Euroregion Nysa,ナイセ・ユーロリージョン
Politechnika Wrocławska,ワルシャワ工科大学
Leżajsk,レジャイスク
Płośnica,グミナ・プウォシニツァ
Soldau,ゾルダウ強制収容所
Sępólno Krajeńskie,センプルノ・クライェンスキエ
Metal Mind Productions,メタル・マインド・プロダクションズ
Brzesko,ブジェスコ
Morąg,モロンク
Zagłębie Sosnowiec,ザグウェンビェ・ソスノヴィエツ
Polska na Zimowych Igrzyskach Olimpijskich 2010,2010年バンクーバーオリンピックのポーランド選手団
Narodowe Siły Zbrojne,国民武装勢力
Serock,セロク
Ślązacy,シレジア人
Puławy,プワヴィ
Metro w Warszawie,ワルシャワ地下鉄
Anwil Włocławek,アンウェル・ウォロクラウィック
RWE,RWE
Oleśnica,オレシニッツァ
Siedlce,シェドルツェ
Zbrodnia w Hucie Pieniackiej,フタ・ピェニャツカ虐殺
Cichociemni,チホチェムニ
Raba,ラバ川
Uniwersytet Śląski w Katowicach,シレジア大学
linia kolejowa Bützow – Szczecin,ビュッツォウ-シュチェチン線
Zamek Cesarski w Poznaniu,ポーゼン城
Warmia,ヴァルミア
Góra Świętej Anny,ザンクト・アンナベルク
Łask,ワスク
Nidzica,ニジツァ
Zagłębie Lubin,ザグウェンビェ・ルビン
Polska na Letnich Igrzyskach Olimpijskich 2012,2012年ロンドンオリンピックのポーランド選手団
Uniwersytet Warszawski,ワルシャワ大学
Polska na Zimowych Igrzyskach Olimpijskich 2006,2006年トリノオリンピックのポーランド選手団
Polityka,Polityka
Kożuchów,コジュホフ
Powiat Pleschen,プレッシェン郡
Polska na Zimowych Igrzyskach Olimpijskich 1924,1924年シャモニー・モンブランオリンピックのポーランド選手団
Trzciel,ティルシュティーゲル
Wierzbno,Wierzbno駅
Oblężenie Westerplatte,ヴェステルプラッテの戦い
Polska na Zimowych Igrzyskach Olimpijskich 1948,1948年サンモリッツオリンピックのポーランド選手団
Polska na Zimowych Igrzyskach Olimpijskich 1972,1972年札幌オリンピックのポーランド選手団
Polska na Zimowych Igrzyskach Olimpijskich 1928,1928年サンモリッツオリンピックのポーランド選手団
Pajęczno,パイェンチュノ
Myślenice,ミシレニツェ
Mogilno,モギルノ
Wrzeszcz,ブジェシュチ
Limanowa,リマノヴァ
Dąbrowa Tarnowska,ドンブロヴァ・タルノフスカ
Polska Zjednoczona Partia Robotnicza,ポーランド統一労働者党
Bieruń,ビェルニ
Aleksandrów Kujawski,アレクサンドルフ・クヤフスキ
Szczodre,ジビレノルト
Polska na Zimowych Igrzyskach Olimpijskich 1936,1936年ガルミッシュ・パルテンキルヘンオリンピックのポーランド選手団
powiat chojnicki,ホイニツェ郡
Księstwo nyskie,ニサ公国
Księstwo legnicko-brzeskie,レグニツァ公国
Wieruszów,ヴィェルシュフ
Łęczyca,レンツィカ
linia kolejowa Liberec – Rybniště / Seifhennersdorf,089号線
Wielka Racza,ヴェリカー・ラチャ
Ruś Czerwona,紅ルーシ
ZAKSA Kędzierzyn-Koźle,ZAKSAケンジェジン・コジレ
Trzebiatów,トレプトウ
Zatoka Pomorska,ポメラニア湾
Lipno,リプノ
Miechów,ミエフフ
