eniola aluko,埃妮奥拉·阿卢科,āi nī ào lā · ā lú kē
anita asante,安妮塔·阿桑特,ān nī tǎ · ā sāng tè
jill scott,吉尔·斯科特,jí ěr · sī kē tè
bertrand russell,伯特兰·罗素,bǎi tè lán · luó sù
keira knightley,姬拉·丽莉,jī lā · lì lì
audrey hepburn,奥黛丽·赫本,ào dài lì · hè běn
geri halliwell,洁芮·哈利维尔,jié ruì · hā lì wéi ěr
gabrielle aplin,加布里埃尔·阿普林,jiā bù lǐ āi ěr · ā pǔ lín
mike hawthorn,迈克·霍索恩,mài kè · huò suǒ ēn
katie chapman,凯蒂·查普曼,kǎi dì · chá pǔ màn
kathleen booth,凯瑟琳·布思,kǎi sè lín · bù sī
jean shrimpton,珍·诗琳普顿,zhēn · shī lín pǔ dùn
kylie minogue,凯莉·米洛,kǎi lì · mǐ luò
luigi cherubini,路易吉·凯鲁比尼,lù yì jí · kǎi lǔ bǐ ní
sergey kapitsa,谢尔盖·卡皮察,xiè ěr gài · kǎ pí chá
slash,史莱许,shǐ lái xǔ
james hilton,詹姆斯·希尔顿,zhān mǔ sī · xī ěr dùn
rudyard kipling,鲁德亚德·吉卜林,lǔ dé yà dé · jí bǔ lín
mark millar,马克·米勒,mǎ kè · mǐ lè
matthew vaughn,马修·沃恩,mǎ xiū · wò ēn
paul mccartney,保罗·麦卡特尼,bǎo luó · mài kǎ tè ní
ringo starr,林格·斯塔,lín gé · sī tǎ
adele,爱黛儿,ài dài ér
angus young,安格斯·杨,ān gé sī · yáng
george harrison,乔治·哈里森,qiáo zhì · hā lǐ sēn
daniel tammet,丹尼尔·谭米特,dān ní ěr · tán mǐ tè
ricky gervais,瑞吉·葛文,ruì jí · gě wén
david broome,戴维·布鲁姆,dài wéi · bù lǔ mǔ
elton john,艾尔顿·强,ài ěr dùn · qiáng
elizabeth taylor,伊丽莎白·泰勒,yī lì shā bái · tài lè
eric hobsbawm,艾瑞克·霍布斯邦,ài ruì kè · huò bù sī bāng
d h lawrence,大卫·赫伯特·劳伦斯,dà wèi · hè bǎi tè · láo lún sī
salman rushdie,萨尔曼·鲁西迪,sà ěr màn · lǔ xī dí
william golding,威廉·戈尔丁,wēi lián · gē ěr dīng
mike oldfield,麦克·欧菲尔德,mài kè · ōu fēi ěr dé
jim clark,吉姆·克拉克,jí mǔ · kè lā kè
john surtees,约翰·苏尔特斯,yuē hàn · sū ěr tè sī
paul gascoigne,保罗·加斯科因,bǎo luó · jiā sī kē yīn
ebenezer howard,埃比尼泽·霍华德,āi bǐ ní zé · huò huá dé
rowan atkinson,路云·雅坚逊,lù yún · yǎ jiān xùn
brian cox,布莱恩·考克斯,bù lái ēn · kǎo kè sī
frances fisher,法兰西丝·费雪,fǎ lán xī sī · fèi xuě
richard dawkins,理查德·道金斯,lǐ chá dé · dào jīn sī
agatha christie,阿加莎·克里斯蒂,ā jiā shā · kè lǐ sī dì
keith campbell,基思·坎贝尔,jī sī · kǎn bèi ěr
jackie stewart,杰基·斯图尔特,jié jī · sī tú ěr tè
jack wilshere,杰克·威尔希尔,jié kè · wēi ěr xī ěr
gordon ramsay,戈登·拉姆齐,gē dēng · lā mǔ qí
stephen merchant,斯蒂芬·默切特,sī dì fēn · mò qiè tè
w d hamilton,威廉·唐纳·汉弥尔顿,wēi lián · táng nà · hàn mí ěr dùn
andrew garfield,安德鲁·加菲尔德,ān dé lǔ · jiā fēi ěr dé
arthur conan doyle,阿瑟·柯南·道尔,ā sè · kē nán · dào ěr
ryan fraser,瑞安·弗雷泽,ruì ān · fú léi zé
orlando bloom,奥兰多·布鲁姆,ào lán duō · bù lǔ mǔ
uri geller,尤里·盖勒,yóu lǐ · gài lè
george orwell,乔治·奥威尔,qiáo zhì · ào wēi ěr
freddie mercury,弗雷迪·默丘里,fú léi dí · mò qiū lǐ
brian may,布赖恩·梅,bù lài ēn · méi
richard meinertzhagen,理查德·梅纳茨哈根,lǐ chá dé · méi nà cí hā gēn
roger taylor,罗杰·泰勒,luó jié · tài lè
robert pattinson,罗伯·派汀森,luó bǎi · pài tīng sēn
alex ferguson,亚历克斯·弗格森,yà lì kè sī · fú gé sēn
bernard katz,伯纳德·卡茨,bǎi nà dé · kǎ cí
john cleese,约翰·克里斯,yuē hàn · kè lǐ sī
paul scholes,保罗·史高斯,bǎo luó · shǐ gāo sī
graham chapman,格雷厄姆·查普曼,gé léi è mǔ · chá pǔ màn
john barrowman,约翰·巴洛曼,yuē hàn · bā luò màn
colin crouch,科林·克劳奇,kē lín · kè láo qí
terry gilliam,特里·吉列姆,tè lǐ · jí liè mǔ
alexander fleming,亚历山大·弗莱明,yà lì shān dà · fú lái míng
shaun maloney,肖恩·马洛尼,xiào ēn · mǎ luò ní
daniel craig,丹尼尔·克雷格,dān ní ěr · kè léi gé
amy macdonald,艾米·麦克唐纳,ài mǐ · mài kè táng nà
amy winehouse,艾米·怀恩豪斯,ài mǐ · huái ēn háo sī
sean connery,肖恩·康纳利,xiào ēn · kāng nà lì
david bowie,大卫·鲍伊,dà wèi · bào yī
christine ohuruogu,克莉斯汀·奥胡鲁古,kè lì sī tīng · ào hú lǔ gǔ
roald dahl,罗尔德·达尔,luó ěr dé · dá ěr
eddie marsan,埃迪·马森,āi dí · mǎ sēn
daniel radcliffe,丹尼尔·拉德克利夫,dān ní ěr · lā dé kè lì fū
christian bale,克里斯汀·贝尔,kè lǐ sī tīng · bèi ěr
john cale,约翰·凯尔,yuē hàn · kǎi ěr
aaron taylorjohnson,亚伦·强森,yà lún · qiáng sēn
ernest lewis,欧内斯特·刘易斯,ōu nèi sī tè · liú yì sī
mervyn peake,马温·皮克,mǎ wēn · pí kè
jessica ennishill,谢茜嘉·恩尼斯希尔,xiè qiàn jiā · ēn ní sī xī ěr
christopher nolan,克里斯托弗·诺兰,kè lǐ sī tuō fú · nuò lán
john mcafee,约翰·迈克菲,yuē hàn · mài kè fēi
paul johnson,保罗·约翰逊,bǎo luó · yuē hàn xùn
clive dunn,克莱夫·邓恩,kè lái fū · dèng ēn
richard laurence millington synge,理查德·劳伦斯·米林顿·辛格,lǐ chá dé · láo lún sī · mǐ lín dùn · xīn gé
christopher hitchens,克里斯托弗·希钦斯,kè lǐ sī tuō fú · xī qīn sī
rebecca adlington,丽贝卡·阿德林顿,lì bèi kǎ · ā dé lín dùn
robert robinson,罗伯特·鲁宾逊,luó bǎi tè · lǔ bīn xùn
hugh laurie,休·劳瑞,xiū · láo ruì
alan turing,艾伦·图灵,ài lún · tú líng
alfred hitchcock,亚弗列·希治阁,yà fú liè · xī zhì gé
hugh dalton,休·多尔顿,xiū · duō ěr dùn
gaël bigirimana,加尔·比吉里马纳,jiā ěr · bǐ jí lǐ mǎ nà
steven caulker,史蒂文·卡尔科勒,shǐ dì wén · kǎ ěr kē lè
justin welby,贾斯汀·韦尔比,jiǎ sī tīng · wéi ěr bǐ
denis thatcher,丹尼斯·撒切尔,dān ní sī · sā qiè ěr
alvin lee,阿尔文·李,ā ěr wén · lǐ
emma watson,艾玛·沃森,ài mǎ · wò sēn
terry pratchett,泰瑞·普莱契,tài ruì · pǔ lái qì
rowan williams,罗云·威廉斯,luó yún · wēi lián sī
peter brook,彼得·布鲁克,bǐ dé · bù lǔ kè
pete townshend,皮特·汤申德,pí tè · tāng shēn dé
margaret thatcher,玛格丽特·撒切尔,mǎ gé lì tè · sā qiè ěr
crista cullen,克丽丝塔·卡伦,kè lì sī tǎ · kǎ lún
sally walton,萨莉·沃尔顿,sà lì · wò ěr dùn
beth storry,贝丝·斯托里,bèi sī · sī tuō lǐ
henry mcmahon,亨利·麦克马洪,hēng lì · mài kè mǎ hóng
sarah thomas,萨拉·托马斯,sà lā · tuō mǎ sī
georgie twigg,乔吉·特威格,qiáo jí · tè wēi gé
kate richardsonwalsh,凯特·理查森沃尔什,kǎi tè · lǐ chá sēn wò ěr shén
toby stephens,托比·斯蒂芬斯,tuō bǐ · sī dì fēn sī
claire forlani,克莱儿·馥兰妮,kè lái ér · fù lán nī
jonathan ross,强纳森·罗斯,qiáng nà sēn · luó sī
willoughby hamilton,威洛比·汉密尔顿,wēi luò bǐ · hàn mì ěr dùn
jamie carragher,占美·加历查,zhàn měi · jiā lì chá
calum chambers,卡林·张伯斯,kǎ lín · zhāng bǎi sī
tinie tempah,泰尼·坦普,tài ní · tǎn pǔ
lewis clive,刘易斯·克莱夫,liú yì sī · kè lái fū
desmond hume,德斯蒙德·休谟,dé sī méng dé · xiū mó
steven runciman,史蒂文·朗西曼,shǐ dì wén · lǎng xī màn
arthur c clarke,亚瑟·查理斯·克拉克,yà sè · chá lǐ sī · kè lā kè
catherine zetajones,凯瑟琳·泽塔琼斯,kǎi sè lín · zé tǎ qióng sī
rupert wyatt,鲁伯特·瓦耶特,lǔ bǎi tè · wǎ yē tè
richard holmes,理查德·霍姆斯,lǐ chá dé · huò mǔ sī
steve redgrave,史蒂夫·雷德格雷夫,shǐ dì fū · léi dé gé léi fū
matthew pinsent,马修·平森特,mǎ xiū · píng sēn tè
james prescott joule,詹姆斯·普雷斯科特·焦耳,zhān mǔ sī · pǔ léi sī kē tè · jiāo ěr
teddy sinclair,娜塔莉娅·柯斯,nà tǎ lì yà · kē sī
alexa chung,艾里珊·钟,ài lǐ shān · zhōng
keeley hazell,姬莉·哈泽尔,jī lì · hā zé ěr
dorothy hodgkin,多萝西·霍奇金,duō luó xī · huò qí jīn
rosalind franklin,罗莎琳·富兰克林,luó shā lín · fù lán kè lín
daniel faraday,丹尼尔·法拉第,dān ní ěr · fǎ lā dì
charlotte lewis,夏洛特·路易斯,xià luò tè · lù yì sī
charlie pace,查理·佩斯,chá lǐ · pèi sī
tiff needell,蒂夫·尼德尔,dì fū · ní dé ěr
annie broadbent,安妮·布罗德本特,ān nī · bù luó dé běn tè
barbara cartland,芭芭拉·卡特兰,bā bā lā · kǎ tè lán
sienna guillory,西耶娜·盖尔利,xī yē nà · gài ěr lì
jonny lee miller,强尼·李·米勒,qiáng ní · lǐ · mǐ lè
nicola pellow,妮可拉·佩洛,nī kě lā · pèi luò
winston churchill,温斯顿·丘吉尔,wēn sī dùn · qiū jí ěr
john madden,约翰·麦登,yuē hàn · mài dēng
paul dirac,保罗·狄拉克,bǎo luó · dí lā kè
oliver james,奥利佛·詹姆士,ào lì fó · zhān mǔ shì
dawn french,唐·弗兰奇,táng · fú lán qí
tony richardson,托尼·理查德森,tuō ní · lǐ chá dé sēn
tim curry,蒂姆·克里,dì mǔ · kè lǐ
doris woods,多丽丝·伍兹,duō lì sī · wǔ zī
kelly reilly,凯莉·雷利,kǎi lì · léi lì
petula clark,佩图拉·克拉克,pèi tú lā · kè lā kè
john maynard keynes,约翰·梅纳德·凯恩斯,yuē hàn · méi nà dé · kǎi ēn sī
zaha hadid,萨哈·哈帝,sà hā · hā dì
gary lineker,加里·莱因克尔,jiā lǐ · lái yīn kè ěr
alexander korda,亚历山大·科达,yà lì shān dà · kē dá
alan cox,艾伦·考克斯,ài lún · kǎo kè sī
ben goodger,本·古德杰,běn · gǔ dé jié
mo hayder,莫·海德,mò · hǎi dé
robbie williams,罗比·威廉姆斯,luó bǐ · wēi lián mǔ sī
edith evans,伊蒂丝·埃文斯,yī dì sī · āi wén sī
rebecca west,丽贝卡·韦斯特,lì bèi kǎ · wéi sī tè
ethel smyth,埃塞尔·史密斯,āi sāi ěr · shǐ mì sī
ludwig wittgenstein,路德维希·维特根斯坦,lù dé wéi xī · wéi tè gēn sī tǎn
sid vicious,席德·维瑟斯,xí dé · wéi sè sī
eric clapton,埃里克·克莱普顿,āi lǐ kè · kè lái pǔ dùn
emeric pressburger,艾默利·普莱斯柏格,ài mò lì · pǔ lái sī bǎi gé
michael powell,麦可·鲍尔,mài kě · bào ěr
laura marling,劳拉·曼宁,láo lā · màn níng
diana wynne jones,黛安娜·韦恩·琼斯,dài ān nà · wéi ēn · qióng sī
natalie dormer,娜塔莉·多莫,nà tǎ lì · duō mò
graham taylor,格拉咸·泰莱,gé lā xián · tài lái
katrina kaif,卡特丽娜·卡芙,kǎ tè lì nà · kǎ fú
laurence olivier,劳伦斯·奥利维尔,láo lún sī · ào lì wéi ěr
ken russell,肯·罗素,kěn · luó sù
stephen frears,斯蒂芬·弗里尔斯,sī dì fēn · fú lǐ ěr sī
salman khan,萨尔曼·汗,sà ěr màn · hàn
tony blair,托尼·布莱尔,tuō ní · bù lái ěr
david livingstone,戴维·利文斯通,dài wéi · lì wén sī tōng
david lean,大卫·利恩,dà wèi · lì ēn
charles laughton,查尔斯·劳顿,chá ěr sī · láo dùn
john boorman,约翰·鲍曼,yuē hàn · bào màn
aleister crowley,阿莱斯特·克劳利,ā lái sī tè · kè láo lì
christiane amanpour,克里斯汀·阿曼普,kè lǐ sī tīng · ā màn pǔ
florence green,佛萝伦丝·格林,fó luó lún sī · gé lín
peter greenaway,彼得·格林纳威,bǐ dé · gé lín nà wēi
maggie smith,玛姬·史密芙,mǎ jī · shǐ mì fú
john major,约翰·梅杰,yuē hàn · méi jié
james callaghan,詹姆斯·卡拉汉,zhān mǔ sī · kǎ lā hàn
caroline lucas,卡罗琳·卢卡斯,kǎ luó lín · lú kǎ sī
ronald mclean,罗纳德·麦克莱恩,luó nà dé · mài kè lái ēn
lewis hamilton,路易斯·咸美顿,lù yì sī · xián měi dùn
kenneth branagh,简尼夫·班纳,jiǎn ní fū · bān nà
john schlesinger,约翰·施莱辛格,yuē hàn · shī lái xīn gé
darren fletcher,达伦·弗莱彻,dá lún · fú lái chè
bernie ecclestone,伯尼·埃克莱斯顿,bǎi ní · āi kè lái sī dùn
johnny herbert,强尼·赫伯特,qiáng ní · hè bǎi tè
stirling moss,史特灵·莫斯,shǐ tè líng · mò sī
jane horrocks,简·霍罗克斯,jiǎn · huò luó kè sī
jem,珍,zhēn
sally gunnell,萨莉·冈纳尔,sà lì · gāng nà ěr
amanda holden,阿曼达·荷顿,ā màn dá · hé dùn
rebecca romero,丽贝卡·罗梅罗,lì bèi kǎ · luó méi luó
anita roddick,安妮塔·罗迪克,ān nī tǎ · luó dí kè
kelly smith,姬莉·史密芙,jī lì · shǐ mì fú
conor maynard,康纳·梅纳德,kāng nà · méi nà dé
peter ustinov,皮特·乌斯蒂诺夫,pí tè · wū sī dì nuò fū
władysław raczkiewicz,瓦迪斯瓦夫·拉茨凯维奇,wǎ dí sī wǎ fū · lā cí kǎi wéi qí
mimi smith,咪咪·史密斯,mī mī · shǐ mì sī
richard rogers,理察·罗杰斯,lǐ chá · luó jié sī
a c grayling,安东尼·克利福德·格雷林,ān dōng ní · kè lì fú dé · gé léi lín
david coulthard,大卫·库塔,dà wèi · kù tǎ
keeley hawes,琦莉·霍斯,qí lì · huò sī
edith hannam,伊迪丝·汉南,yī dí sī · hàn nán
shelley rudman,谢莉·拉德曼,xiè lì · lā dé màn
amy williams,埃米·威廉斯,āi mǐ · wēi lián sī
helen aitchison,海伦·艾奇逊,hǎi lún · ài qí xùn
laura robson,劳拉·罗布森,láo lā · luó bù sēn
alice greene,艾丽斯·格林,ài lì sī · gé lín
andy murray,安迪·穆雷,ān dí · mù léi
colin chapman,科林·查普曼,kē lín · chá pǔ màn
steve coast,史蒂夫·寇斯特,shǐ dì fū · kòu sī tè
anthony horowitz,安东尼·霍洛维茨,ān dōng ní · huò luò wéi cí
syd barrett,西德·巴雷特,xī dé · bā léi tè
hugh sykes davies,休·赛克斯·戴维斯,xiū · sài kè sī · dài wéi sī
ridley scott,雷利·史考特,léi lì · shǐ kǎo tè
reg white,雷吉·怀特,léi jí · huái tè
nigel mansell,奈杰尔·曼塞尔,nài jié ěr · màn sāi ěr
kate nash,凯特·纳什,kǎi tè · nà shén
helen sharman,海伦·沙曼,hǎi lún · shā màn
sarah waters,萨拉·沃特斯,sà lā · wò tè sī
linda martin,琳达·马丁,lín dá · mǎ dīng
damon hill,戴蒙·希尔,dài méng · xī ěr
jenson button,简森·巴顿,jiǎn sēn · bā dùn
elisabeth schwarzkopf,伊丽莎白·施瓦茨科普夫,yī lì shā bái · shī wǎ cí kē pǔ fū
klaus fuchs,克劳斯·富赫斯,kè láo sī · fù hè sī
david beckham,大卫·贝克汉姆,dà wèi · bèi kè hàn mǔ
ross brawn,罗斯·布朗,luó sī · bù lǎng
ben kingsley,本·金斯利,běn · jīn sī lì
katie price,凯蒂·普莱斯,kǎi dì · pǔ lái sī
michael collins,迈克尔·柯林斯,mài kè ěr · kē lín sī
radclyffe hall,瑞克里芙·霍尔,ruì kè lǐ fú · huò ěr
siân phillips,沙恩·菲利普斯,shā ēn · fēi lì pǔ sī
phyllida lloyd,菲利达·劳埃德,fēi lì dá · láo āi dé
danny pugh,丹尼·佩治,dān ní · pèi zhì
noel turnbull,诺埃尔·特恩布尔,nuò āi ěr · tè ēn bù ěr
sebastian haffner,赛巴斯提安·哈夫纳,sài bā sī tí ān · hā fū nà
radosław sikorski,拉多斯瓦夫·西科尔斯基,lā duō sī wǎ fū · xī kē ěr sī jī
ryan giggs,瑞恩·吉格斯,ruì ēn · jí gé sī
ron dennis,罗恩·丹尼斯,luó ēn · dān ní sī
frank williams,弗兰克·威廉姆斯,fú lán kè · wēi lián mǔ sī
max mosley,马克斯·莫斯利,mǎ kè sī · mò sī lì
sid watkins,西德·沃特金斯,xī dé · wò tè jīn sī
hayley mills,海莉·米尔斯,hǎi lì · mǐ ěr sī
carol ann duffy,卡罗尔·安·达菲,kǎ luó ěr · ān · dá fēi
leslie orgel,莱斯利·奥格尔,lái sī lì · ào gé ěr
liam neeson,连恩·尼逊,lián ēn · ní xùn
lily allen,莉莉·艾伦,lì lì · ài lún
hans eysenck,汉斯·艾森克,hàn sī · ài sēn kè
martin whitmarsh,马丁·惠特马什,mǎ dīng · huì tè mǎ shén
mike gascoyne,迈克·加斯科因,mài kè · jiā sī kē yīn
adrian newey,亚德里安·纽维,yà dé lǐ ān · niǔ wéi
tom stallard,汤姆·斯托拉德,tāng mǔ · sī tuō lā dé
fiona may,菲奥娜·梅,fēi ào nà · méi
gideon defoe,吉德安·笛福,jí dé ān · dí fú
minette walters,米涅·渥特丝,mǐ niè · wò tè sī
kaiane aldorino,卡伊恩·阿尔多里尼奥,kǎ yī ēn · ā ěr duō lǐ ní ào
nikki walker,尼基·沃克,ní jī · wò kè
nathan redmond,内森·雷德蒙德,nèi sēn · léi dé méng dé
bruce payne,布鲁斯·培恩,bù lǔ sī · péi ēn
desmond swayne,德斯蒙德·斯韦恩,dé sī méng dé · sī wéi ēn
jo swinson,乔·斯温森,qiáo · sī wēn sēn
conrad veidt,康拉德·维德,kāng lā dé · wéi dé
andros townsend,安祖斯·唐辛,ān zǔ sī · táng xīn
max born,马克斯·玻恩,mǎ kè sī · bō ēn
r d laing,隆纳·大卫·连恩,lóng nà · dà wèi · lián ēn
simon pegg,西蒙·柏奇,xī méng · bǎi qí
peter charles,彼得·查尔斯,bǐ dé · chá ěr sī
derek jarman,戴力·渣文,dài lì · zhā wén
alastair mccorquodale,阿拉斯泰尔·麦科库代尔,ā lā sī tài ěr · mài kē kù dài ěr
tom evenson,汤姆·埃文森,tāng mǔ · āi wén sēn
michael dawson,迈克尔·道森,mài kè ěr · dào sēn
kyle walker,基尔·获加,jī ěr · huò jiā
adam lallana,阿当·拉尔拉拿,ā dāng · lā ěr lā ná
marcus ellis,马库斯·埃利斯,mǎ kù sī · āi lì sī
andre wisdom,安达·韦斯登,ān dá · wéi sī dēng
christian horner,克里斯蒂安·霍纳,kè lǐ sī dì ān · huò nà
charlie whiting,查理·怀汀,chá lǐ · huái tīng
bob bell,鲍勃·贝尔,bào bó · bèi ěr
reanne evans,瑞娜·埃文斯,ruì nà · āi wén sī
derek ibbotson,德里克·伊博森,dé lǐ kè · yī bó sēn
sue barker,休·巴克,xiū · bā kè
heather watson,希瑟·沃森,xī sè · wò sēn
sadie frost,珊迪·弗罗斯特,shān dí · fú luó sī tè
christine mcvie,克莉丝汀·麦克维,kè lì sī tīng · mài kè wéi
evelyn glennie,依芙琳·葛兰妮,yī fú lín · gě lán nī
gemma atkinson,杰玛·阿特金森,jié mǎ · ā tè jīn sēn
fay weldon,费伊·韦尔登,fèi yī · wéi ěr dēng
lily donaldson,莉莉·当劳逊,lì lì · dāng láo xùn
gary barlow,盖瑞·巴洛,gài ruì · bā luò
mel stride,梅尔·斯特里德,méi ěr · sī tè lǐ dé
