jean carlo witte,谢安·卡路·韦迪,xiè ān · kǎ lù · wéi dí
alcindo sartori,艾仙度·沙杜尼,ài xiān dù · shā dù ní
diego de souza gama silva,迪亚高·达·苏沙·加玛·施华,dí yà gāo · dá · sū shā · jiā mǎ · shī huá
josé carlos ferreira filho,荷西·卡路士·费利拿·菲略,hé xī · kǎ lù shì · fèi lì ná · fēi lüè
ayrton senna,艾尔顿·冼拿,ài ěr dùn · xiǎn ná
grafite,加菲迪,jiā fēi dí
robert da silva almeida,罗伯特·达·席尔瓦·阿尔梅达,luó bǎi tè · dá · xí ěr wǎ · ā ěr méi dá
fellype gabriel,菲利佩·加布里埃尔,fēi lì pèi · jiā bù lǐ āi ěr
paulo silas,保罗·西拉斯,bǎo luó · xī lā sī
lucas piazón,卢卡斯·皮亚松,lú kǎ sī · pí yà sōng
gilson do amaral,基仙奴·杜·阿曼龙,jī xiān nú · dù · ā màn lóng
fábio aurélio,法比奥·奥雷利奥,fǎ bǐ ào · ào léi lì ào
vítor júnior,域陀·祖利亚,yù tuó · zǔ lì yà
dunga,邓加,dèng jiā
alessandro cambalhota,亚历山德罗·坎巴尔霍塔,yà lì shān dé luó · kǎn bā ěr huò tǎ
eduardo francisco da silva neto,艾杜亚度·法兰斯高·达·施华·尼图,ài dù yà dù · fǎ lán sī gāo · dá · shī huá · ní tú
almir de souza fraga,阿尔米尔·迪·苏沙·弗拉加,ā ěr mǐ ěr · dí · sū shā · fú lā jiā
andré cruz,安德烈·克鲁斯,ān dé liè · kè lǔ sī
marcio richardes de andrade,马斯奥·李察迪斯·达·安达迪,mǎ sī ào · lǐ chá dí sī · dá · ān dá dí
sandro cardoso dos santos,桑德罗·卡尔多索·多斯·桑托斯,sāng dé luó · kǎ ěr duō suǒ · duō sī · sāng tuō sī
thiago silva,蒂亚戈·席尔瓦,dì yà gē · xí ěr wǎ
vilém flusser,维兰·傅拉瑟,wéi lán · fù lā sè
maxwell scherrer cabelino andrade,马克斯韦尔·舒尔勒·卡贝里诺·安德拉德,mǎ kè sī wéi ěr · shū ěr lè · kǎ bèi lǐ nuò · ān dé lā dé
denílson pereira neves,丹尼逊·彭利拿·尼维斯,dān ní xùn · péng lì ná · ní wéi sī
sammir,森美亚,sēn měi yà
eder citadin martins,埃德尔·奇塔丁·马丁斯,āi dé ěr · qí tǎ dīng · mǎ dīng sī
rubens barrichello,鲁本斯·巴里切罗,lǔ běn sī · bā lǐ qiè luó
alice braga,艾莉丝·布拉加,ài lì sī · bù lā jiā
morena baccarin,莫雷纳·巴卡林,mò léi nà · bā kǎ lín
roberto dinamite,罗伯托·迪纳米特,luó bǎi tuō · dí nà mǐ tè
thiago alcântara,蒂亚戈·阿尔坎塔拉,dì yà gē · ā ěr kǎn tǎ lā
ricardo rosset,里卡多·罗塞特,lǐ kǎ duō · luó sāi tè
hugo arthuso,乌戈·亚瑟索,wū gē · yà sè suǒ
cicinho,西西尼奥,xī xī ní ào
ricardo zonta,里卡多·宗塔,lǐ kǎ duō · zōng tǎ
nelson piquet,尼尔逊·毕奇,ní ěr xùn · bì qí
carlos lacerda,卡洛斯·拉塞尔达,kǎ luò sī · lā sāi ěr dá
marta,玛塔,mǎ tǎ
izabel goulart,伊莎贝尔·古拉特,yī shā bèi ěr · gǔ lā tè
fabiana murer,法比亚娜·穆雷尔,fǎ bǐ yà nà · mù léi ěr
paulo coelho,保罗·科埃略,bǎo luó · kē āi lüè
pelé,比利,bǐ lì
antônio benedito da silva,安东尼奥·贝内迪托·达·席尔瓦,ān dōng ní ào · bèi nèi dí tuō · dá · xí ěr wǎ
paulo assunção,保罗·阿辛卡奥,bǎo luó · ā xīn kǎ ào
elkeson,艾克森,ài kè sēn
fernando henrique cardoso,费尔南多·恩里克·卡多佐,fèi ěr nán duō · ēn lǐ kè · kǎ duō zuǒ
jordana brewster,乔丹娜·布鲁斯特,qiáo dān nà · bù lǔ sī tè
paulo freire,保罗·弗莱雷,bǎo luó · fú lái léi
roberto rivellino,罗伯托·里维利诺,luó bǎi tuō · lǐ wéi lì nuò
lucas leiva,卢卡斯·雷瓦,lú kǎ sī · léi wǎ
eike batista,埃克·巴蒂斯塔,āi kè · bā dì sī tǎ
renato dirnei florêncio,雷纳托·迪尔内·弗洛伦西奥,léi nà tuō · dí ěr nèi · fú luò lún xī ào
cléo,克莱奥,kè lái ào
emerson fittipaldi,埃默松·菲蒂帕尔迪,āi mò sōng · fēi dì pà ěr dí
toninho cerezo,托尼尼奥·塞雷佐,tuō ní ní ào · sāi léi zuǒ
lucas di grassi,卢卡斯·迪·格拉西,lú kǎ sī · dí · gé lā xī
sônia braga,索尼娅·布拉加,suǒ ní yà · bù lā jiā
floriano peixoto,弗洛里亚诺·佩绍托,fú luò lǐ yà nuò · pèi shào tuō
ana beatriz barros,安娜·贝琪兹·巴洛斯,ān nà · bèi qí zī · bā luò sī
robson caetano,罗布松·达席尔瓦,luó bù sōng · dá xí ěr wǎ
antônio pizzonia,安东尼奥·皮佐尼亚,ān dōng ní ào · pí zuǒ ní yà
astrud gilberto,阿斯特鲁德·吉尔贝托,ā sī tè lǔ dé · jí ěr bèi tuō
sarah menezes,萨拉赫·梅内泽斯,sà lā hè · méi nèi zé sī
clarice lispector,克拉丽斯·利斯佩克托,kè lā lì sī · lì sī pèi kè tuō
gal costa,盖儿·柯丝塔,gài ér · kē sī tǎ
caroline trentini,卡罗琳·特伦尼,kǎ luó lín · tè lún ní
alex sandro,阿历士·辛度,ā lì shì · xīn dù
sebastião lazaroni,塞巴斯蒂奥·拉扎罗尼,sāi bā sī dì ào · lā zhā luó ní
daniel alves,丹尼尔·阿尔维斯,dān ní ěr · ā ěr wéi sī
cristiano da matta,克里斯蒂亚诺·达·马塔,kè lǐ sī dì yà nuò · dá · mǎ tǎ
teliana pereira,特莉阿娜·佩蕾拉,tè lì ā nà · pèi lěi lā
maicon douglas sisenando,麦孔·道格拉斯·西塞南多,mài kǒng · dào gé lā sī · xī sāi nán duō
nathalia dill,纳塞利亚·迪尔,nà sāi lì yà · dí ěr
jaqueline carvalho,杰奎琳·卡瓦略,jié kuí lín · kǎ wǎ lüè
raquel zimmermann,慧卡·芝玛曼,huì kǎ · zhī mǎ màn
josé sarney,若泽·萨尔内,ruò zé · sà ěr nèi
royce gracie,罗伊斯·格雷西,luó yī sī · gé léi xī
geovanni,祖云尼,zǔ yún ní
joubert araújo martins,若伯特·阿劳若·马丁斯,ruò bǎi tè · ā láo ruò · mǎ dīng sī
sérgio da rocha,思齐·达·罗恰,sī qí · dá · luó qià
dilma rousseff,迪尔玛·罗塞夫,dí ěr mǎ · luó sāi fū
ronald golias,罗纳德·戈里亚斯,luó nà dé · gē lǐ yà sī
sheilla castro,谢拉·卡斯特罗,xiè lā · kǎ sī tè luó
jade barbosa,杰德·巴尔博扎,jié dé · bā ěr bó zhā
bebel gilberto,贝波·吉儿柏托,bèi bō · jí ér bǎi tuō
thaísa daher,泰莎·梅内塞斯,tài shā · méi nèi sāi sī
ronald biggs,朗尼·毕格斯,lǎng ní · bì gé sī
garrincha,加林查,jiā lín chá
ana hickmann,安娜·希克曼,ān nà · xī kè màn
arthur zanetti,阿图尔·扎内蒂,ā tú ěr · zhā nèi dì
huenes marcelo lemos,晓尼斯·马些路·利莫斯,xiǎo ní sī · mǎ xiē lù · lì mò sī
tite,蒂特,dì tè
joão goulart,若昂·古拉特,ruò áng · gǔ lā tè
romário,罗马里奥,luó mǎ lǐ ào
cafu,卡福,kǎ fú
bismarck barreto faria,比斯马克·巴列图·法利亚,bǐ sī mǎ kè · bā liè tú · fǎ lì yà
zé sérgio,泽·塞尔吉奥,zé · sāi ěr jí ào
alfie enoch,阿尔弗雷德·伊诺奇,ā ěr fú léi dé · yī nuò qí
bruno mineiro,布鲁诺·米内罗,bù lǔ nuò · mǐ nèi luó
alan carvalho,阿兰·卡瓦略,ā lán · kǎ wǎ lüè
danilo gabriel de andrade,丹尼路·加比度·达·安达迪,dān ní lù · jiā bǐ dù · dá · ān dá dí
wallace souza,华莱士·苏萨,huá lái shì · sū sà
kelvin mateus de oliveira,凯尔文·马特乌斯·德·奥利韦拉,kǎi ěr wén · mǎ tè wū sī · dé · ào lì wéi lā
zico,济科,jì kē
djalminha,贾米尼亚,jiǎ mǐ ní yà
lina bo bardi,莉娜·博·巴尔迪,lì nà · bó · bā ěr dí
roberto mangabeira unger,罗伯托·曼格贝拉·昂格尔,luó bǎi tuō · màn gé bèi lā · áng gé ěr
ricardo mello,里卡多·梅洛,lǐ kǎ duō · méi luò
giovane élber,吉奥瓦尼·埃尔伯,jí ào wǎ ní · āi ěr bǎi
cláudio hummes,克劳狄·胡默斯,kè láo dí · hú mò sī
michelle alves,米歇尔·阿尔维斯,mǐ xiē ěr · ā ěr wéi sī
jorginho putinatti,若尔吉尼奥·普提那堤,ruò ěr jí ní ào · pǔ tí nà dī
fabiana claudino,法比安娜·科劳迪诺,fǎ bǐ ān nà · kē láo dí nuò
bruna tenório,布鲁娜·特诺里奥,bù lǔ nà · tè nuò lǐ ào
alexandre gemignani,亚历山大·热米尼亚尼,yà lì shān dà · rè mǐ ní yà ní
victor leandro bagy,维克托·莱昂德罗·巴吉,wéi kè tuō · lái áng dé luó · bā jí
osvaldo aranha,奥斯瓦尔多·阿拉尼亚,ào sī wǎ ěr duō · ā lā ní yà
edu marangon,埃杜·马兰贡,āi dù · mǎ lán gòng
luís vinício,路易斯·维尼西奥,lù yì sī · wéi ní xī ào
robert falkenburg,鲍勃·福尔肯伯格,bào bó · fú ěr kěn bǎi gé
tancredo neves,坦克雷多·内维斯,tǎn kè léi duō · nèi wéi sī
natália pereira,娜塔莉亚·佩雷拉,nà tǎ lì yà · pèi léi lā
tandara caixeta,坦达拉·凯谢塔,tǎn dá lā · kǎi xiè tǎ
maya gabeira,玛雅·加贝拉,mǎ yǎ · jiā bèi lā
renato pé murcho,卡洛斯·雷纳托·弗雷德里科,kǎ luò sī · léi nà tuō · fú léi dé lǐ kē
carlos santos de jesus,卡洛斯·桑托斯·德·赫苏斯,kǎ luò sī · sāng tuō sī · dé · hè sū sī
cacau,卡考,kǎ kǎo
zé roberto,泽·罗伯托,zé · luó bǎi tuō
leandro barbosa,莱昂德罗·巴博萨,lái áng dé luó · bā bó sà
robinho,罗宾奴,luó bīn nú
emerson leão,埃默松·莱昂,āi mò sōng · lái áng
xuxa,舒莎,shū shā
rogério dutra silva,罗热里奥·杜特拉·达席尔瓦,luó rè lǐ ào · dù tè lā · dá xí ěr wǎ
celso amorim,塞尔索·阿莫里姆,sāi ěr suǒ · ā mò lǐ mǔ
muriqui,穆里奇,mù lǐ qí
roberto firmino,罗伯托·菲尔米诺,luó bǎi tuō · fēi ěr mǐ nuò
gérson,热尔松,rè ěr sōng
antonio possamai,安东尼奥·波萨马伊,ān dōng ní ào · bō sà mǎ yī
antônio flávio,安东尼奥·弗拉维奥,ān dōng ní ào · fú lā wéi ào
joão carlos pinto chaves,若奥·卡洛斯·平托·查韦斯,ruò ào · kǎ luò sī · píng tuō · chá wéi sī
augusto rademaker,奥古斯托·拉德马克,ào gǔ sī tuō · lā dé mǎ kè
zé carioca,乔奥·卡里奥卡,qiáo ào · kǎ lǐ ào kǎ
waldemar santana,沃尔德玛·桑塔那,wò ěr dé mǎ · sāng tǎ nà
eduardo delani,爱德华多·德拉尼,ài dé huá duō · dé lā ní
éder luciano,艾达·卢斯安奴,ài dá · lú sī ān nú
bruno soares,布鲁诺·苏雷斯,bù lǔ nuò · sū léi sī
rodrigo defendi,罗德里格·德芬迪,luó dé lǐ gé · dé fēn dí
nicholas santos,尼古拉斯·桑托斯,ní gǔ lā sī · sāng tuō sī
felipe conceição,费利佩·孔塞桑,fèi lì pèi · kǒng sāi sāng
emerson sheik,马尔西奥·埃莫森,mǎ ěr xī ào · āi mò sēn
carlos lessa,卡洛斯·莱萨,kǎ luò sī · lái sà
tomás behrend,托马斯·贝哈连德,tuō mǎ sī · bèi hā lián dé
caio canedo correa,卡约·卡内多·科雷亚,kǎ yuē · kǎ nèi duō · kē léi yà
maria gomes valentim,玛利亚·高梅斯·瓦琳廷,mǎ lì yà · gāo méi sī · wǎ lín tíng
marjorie estiano,马乔里·德奥利维拉,mǎ qiáo lǐ · dé ào lì wéi lā
dênis marques,丹尼士·马基斯,dān ní shì · mǎ jī sī
eduardo neto,伊度亚度·尼图,yī dù yà dù · ní tú
imre simon,伊姆雷·西蒙,yī mǔ léi · xī méng
guilherme clezar,古伊列梅·克里札,gǔ yī liè méi · kè lǐ zhá
eninho,埃尼尼奥,āi ní ní ào
andre matos,安德烈·马特斯,ān dé liè · mǎ tè sī
sérgio echigo,塞吉欧·越后,sāi jí ōu · yuè hòu
fofão,弗法奥,fú fǎ ào
ziad fazah,齐亚德·法扎赫,qí yà dé · fǎ zhā hè
daniel paiola,丹尼尔·帕约拉,dān ní ěr · pà yuē lā
dino sani,甸奴·辛尼,diàn nú · xīn ní
argel fuchs,阿吉尔·法克斯,ā jí ěr · fǎ kè sī
ernesto geisel,埃内斯托·盖泽尔,āi nèi sī tuō · gài zé ěr
jucilei,尤西雷,yóu xī léi
rodrigo santoro,罗德里格·桑托罗,luó dé lǐ gé · sāng tuō luó
oscar schmidt,奥斯卡·施密特,ào sī kǎ · shī mì tè
augusto tasso fragoso,奥古斯托·塔索·弗拉戈索,ào gǔ sī tuō · tǎ suǒ · fú lā gē suǒ
césar cielo,塞萨尔·西埃洛,sāi sà ěr · xī āi luò
carlos alberto torres,卡洛斯·阿尔贝托·托雷斯,kǎ luò sī · ā ěr bèi tuō · tuō léi sī
rodrigo alvim,罗德里戈·阿尔维姆,luó dé lǐ gē · ā ěr wéi mǔ
paulo evaristo arns,保禄·立德·阿恩斯,bǎo lù · lì dé · ā ēn sī
elinton andrade,埃林顿·安德拉德,āi lín dùn · ān dé lā dé
deco,迪高,dí gāo
pedro aleixo,佩德罗·阿雷克索,pèi dé luó · ā léi kè suǒ
plínio salgado,普林尼奥·萨尔加多,pǔ lín ní ào · sà ěr jiā duō
wilson rodrigues fonseca,威尔森·罗德里格斯·丰塞卡,wēi ěr sēn · luó dé lǐ gé sī · fēng sāi kǎ
roger guerreiro,罗杰尔·盖雷罗,luó jié ěr · gài léi luó
aldair,阿尔代尔,ā ěr dài ěr
mancini,文仙尼,wén xiān ní
edmílson,埃德米尔森,āi dé mǐ ěr sēn
eurico gaspar dutra,尤里科·加斯帕尔·杜特拉,yóu lǐ kē · jiā sī pà ěr · dù tè lā
rodrigo taddei,罗德里戈·塔代伊,luó dé lǐ gē · tǎ dài yī
gilberto freyre,吉尔贝托·弗雷雷,jí ěr bèi tuō · fú léi léi
lúcio costa,卢西奥·科斯塔,lú xī ào · kē sī tǎ
vágner love,瓦格纳·勒夫,wǎ gé nà · lè fū
cláudio taffarel,克劳迪奥·塔法雷尔,kè láo dí ào · tǎ fǎ léi ěr
josé maria alkmin,若泽·马利亚·奥克明,ruò zé · mǎ lì yà · ào kè míng
fabão,法巴奥,fǎ bā ào
neto,内图,nèi tú
cristiano marques gomes,克里斯蒂亚诺·马克斯·戈麦斯,kè lǐ sī dì yà nuò · mǎ kè sī · gē mài sī
emílio garrastazu médici,埃米利奥·加拉斯塔苏·梅迪西,āi mǐ lì ào · jiā lā sī tǎ sū · méi dí xī
djalma santos,贾尔马·桑托斯,jiǎ ěr mǎ · sāng tuō sī
bruno fratus,布鲁诺·富拉图斯,bù lǔ nuò · fù lā tú sī
alberto dines,阿尔贝托·迪内斯,ā ěr bèi tuō · dí nèi sī
leonardo bittencourt,莱昂纳多·比滕考特,lái áng nà duō · bǐ téng kǎo tè
luís carlos winck,路易斯·卡洛斯·温克,lù yì sī · kǎ luò sī · wēn kè
zuzu angel,茱茱·安琪尔,zhū zhū · ān qí ěr
muricy ramalho,墨里西·拉马略,mò lǐ xī · lā mǎ lüè
diego hypólito,迭戈·伊波利托,dié gē · yī bō lì tuō
lucas severino,卢卡斯·史华连奴,lú kǎ sī · shǐ huá lián nú
rogério ceni,罗渣里奥·切尼,luó zhā lǐ ào · qiè ní
fernando lucas martins,费尔南多·卢卡斯·马丁斯,fèi ěr nán duō · lú kǎ sī · mǎ dīng sī
ivan lins,伊凡·林斯,yī fán · lín sī
fabiano santacroce,法比亚诺·桑塔克罗切,fǎ bǐ yà nuò · sāng tǎ kè luó qiè
paulo rink,保罗·林克,bǎo luó · lín kè
douglas da silva,杜格拉斯·达·施华,dù gé lā sī · dá · shī huá
joão braz de aviz,若望·布拉兹·德·阿维斯,ruò wàng · bù lā zī · dé · ā wéi sī
slobodan soro,斯洛博丹·索罗,sī luò bó dān · suǒ luó
david bohm,戴维·玻姆,dài wéi · bō mǔ
artur bernardes,阿图尔·贝纳德斯,ā tú ěr · bèi nà dé sī
epitácio pessoa,埃皮塔西奥·佩索阿,āi pí tǎ xī ào · pèi suǒ ā
machado de assis,马查多·德·阿西斯,mǎ chá duō · dé · ā xī sī
eduardo coutinho,爱德华多·科蒂尼奥,ài dé huá duō · kē dì ní ào
caetano veloso,卡耶塔诺·费洛索,kǎ yē tǎ nuò · fèi luò suǒ
jânio quadros,雅尼奥·夸德罗斯,yǎ ní ào · kuā dé luó sī
café filho,小若昂·卡费,xiǎo ruò áng · kǎ fèi
amoroso,阿莫罗索,ā mò luó suǒ
diego cavalieri,迭戈·卡瓦列里,dié gē · kǎ wǎ liè lǐ
andré santos,安达·山度士,ān dá · shān dù shì
prudente de morais,普鲁登特·德·莫拉伊斯,pǔ lǔ dēng tè · dé · mò lā yī sī
michel bastos,米高·巴斯图斯,mǐ gāo · bā sī tú sī
gilberto ribeiro gonçalves,吉尔伯托·里贝罗·贡萨尔维斯,jí ěr bǎi tuō · lǐ bèi luó · gòng sà ěr wéi sī
wanderson de paula sabino,云达臣·迪·保拉·沙宾奴,yún dá chén · dí · bǎo lā · shā bīn nú
kita,基塔,jī tǎ
afonso pena,阿方索·佩纳,ā fāng suǒ · pèi nà
paulo nagamura,保罗·永村,bǎo luó · yǒng cūn
eugênio sales,恩仁·萨勒斯,ēn rén · sà lè sī
josé padilha,何塞·帕蒂尔哈,hé sāi · pà dì ěr hā
rafael marques mariano,拉菲尔·马基斯·马利安奴,lā fēi ěr · mǎ jī sī · mǎ lì ān nú
luana vicente,卢瓦娜·维森特,lú wǎ nà · wéi sēn tè
lohaynny vicente,洛海尼·维森特,luò hǎi ní · wéi sēn tè
renato silva,雷纳托·席尔瓦,léi nà tuō · xí ěr wǎ
roberto ierusalimschy,罗伯托·耶鲁萨林斯希,luó bǎi tuō · yē lǔ sà lín sī xī
felipe,菲利佩,fēi lì pèi
edu manga,埃杜·曼加,āi dù · màn jiā
tostão,托斯唐,tuō sī táng
vavá,瓦瓦,wǎ wǎ
frança,法兰卡,fǎ lán kǎ
giuliano,久利亚诺,jiǔ lì yà nuò
lucas saatkamp,卢卡斯·斯特坎普,lú kǎ sī · sī tè kǎn pǔ
rafaela silva,拉斐拉·席尔瓦,lā fěi lā · xí ěr wǎ
josé wilker,若泽·威尔克,ruò zé · wēi ěr kè
paulo henrique carneiro filho,保罗·恩里克·卡尔内鲁·费里奥,bǎo luó · ēn lǐ kè · kǎ ěr nèi lǔ · fèi lǐ ào
denílson de oliveira,丹尼臣·迪奥利华拉·阿罗祖,dān ní chén · dí ào lì huá lā · ā luó zǔ
artur avila,阿图尔·阿维拉,ā tú ěr · ā wéi lā
erison carlos dos santos silva,艾利臣·卡路士·度斯·山度士·施华,ài lì chén · kǎ lù shì · dù sī · shān dù shì · shī huá
francisco mignone,弗朗西斯科·米戈农,fú lǎng xī sī kē · mǐ gē nóng
marcelo huertas,马塞洛·韦尔塔斯,mǎ sāi luò · wéi ěr tǎ sī
ricardo santos,里卡多·桑托斯,lǐ kǎ duō · sāng tuō sī
giuseppe ungaretti,朱塞培·翁加雷蒂,zhū sāi péi · wēng jiā léi dì
philippe coutinho,菲利普·库蒂尼奥,fēi lì pǔ · kù dì ní ào
beatriz haddad maia,比阿特丽斯·哈达德·玛雅,bǐ ā tè lì sī · hǎ dá dé · mǎ yǎ
sylvinho,西尔维尼奥,xī ěr wéi ní ào
weldon santos de andrade,威尔顿·桑托斯·德·安德拉德,wēi ěr dùn · sāng tuō sī · dé · ān dé lā dé
robson conceição,罗布松·孔塞桑,luó bù sōng · kǒng sāi sāng
thomaz bellucci,托马斯·贝鲁奇,tuō mǎ sī · bèi lǔ qí
rogério sampaio,罗热里奥·桑帕约,luó rè lǐ ào · sāng pà yuē
morris albert,莫里斯·阿尔伯特,mò lǐ sī · ā ěr bǎi tè
fernanda venturini,费尔南达·文图里尼,fèi ěr nán dá · wén tú lǐ ní
affonso évora,阿丰索·埃沃拉,ā fēng suǒ · āi wò lā
paulo roberto falcão,保罗·罗伯托·法尔考,bǎo luó · luó bǎi tuō · fǎ ěr kǎo
carlos rafael do amaral,卡路士·拉菲尔·杜·阿曼龙,kǎ lù shì · lā fēi ěr · dù · ā màn lóng
marcos aurélio de oliveira lima,马高斯·欧拿里奥·达·奥利华拉·利马,mǎ gāo sī · ōu ná lǐ ào · dá · ào lì huá lā · lì mǎ
eduardo saverin,爱德华多·萨维林,ài dé huá duō · sà wéi lín
didi,迪迪,dí dí
frederico chaves guedes,佛雷德里科·查韦斯·格德斯,fó léi dé lǐ kē · chá wéi sī · gé dé sī
alberto marson,阿尔贝托·马尔松,ā ěr bèi tuō · mǎ ěr sōng
marcelo saragosa,马些路·沙拉高沙,mǎ xiē lù · shā lā gāo shā
marco maciel,马尔科·马西埃尔,mǎ ěr kē · mǎ xī āi ěr
isaías de noronha,伊萨伊亚斯·德·诺罗尼亚,yī sà yī yà sī · dé · nuò luó ní yà
dinho,蒂尼奥,dì ní ào
diego alves,迭戈·阿尔维斯,dié gē · ā ěr wéi sī
paulo mendes da rocha,保罗·门德斯·达·罗查,bǎo luó · mén dé sī · dá · luó chá
hermes da fonseca,埃梅斯·达·丰塞卡,āi méi sī · dá · fēng sāi kǎ
marcelo antônio guedes filho,马些路·安东尼奥·古迪斯·菲诺,mǎ xiē lù · ān dōng ní ào · gǔ dí sī · fēi nuò
rodrigo pessoa,罗德里戈·佩索阿,luó dé lǐ gē · pèi suǒ ā
mário fernandes,马里奥·费南迪斯,mǎ lǐ ào · fèi nán dí sī
alan kardec,阿兰·卡尔德克,ā lán · kǎ ěr dé kè
vampeta,云比达,yún bǐ dá
naldo,拿杜,ná dù
hernanes,埃尔纳内斯,āi ěr nà nèi sī
zé love,泽·埃杜阿尔多,zé · āi dù ā ěr duō
diego souza,迭戈·索萨,dié gē · suǒ sà
guilherme toldo,古希美·托度,gǔ xī měi · tuō dù
paulo henrique ganso,保罗·恩里克·甘索,bǎo luó · ēn lǐ kè · gān suǒ
andrés d'alessandro,安德列斯·达历山德罗,ān dé liè sī · dá lì shān dé luó
donizete pantera,多尼泽特·潘得拉,duō ní zé tè · pān dé lā
