christof innerhofer,克里斯托弗·伊诺霍佛,kè lǐ sī tuō fú · yī nuò huò fó
giorgio perlasca,乔治·佩拉斯卡,qiáo zhì · pèi lā sī kǎ
sandro salvadore,山德罗·萨尔瓦多雷,shān dé luó · sà ěr wǎ duō léi
franco zuculini,佛朗哥·祖库利尼,fó lǎng gē · zǔ kù lì ní
antonio conte,安东尼奥·孔蒂,ān dōng ní ào · kǒng dì
roberto boninsegna,罗伯托·博宁塞尼亚,luó bǎi tuō · bó níng sāi ní yà
mario toso,马里奥·图素,mǎ lǐ ào · tú sù
enrico berlinguer,恩里科·贝林格,ēn lǐ kē · bèi lín gé
kaká,卡卡,kǎ kǎ
vincenzo cimatti,文生·慈马迪,wén shēng · cí mǎ dí
giuseppe gibilisco,朱塞佩·吉比利斯科,zhū sāi pèi · jí bǐ lì sī kē
sergio leone,塞吉欧·李昂尼,sāi jí ōu · lǐ áng ní
gerda weissensteiner,格尔达·魏森施泰纳,gé ěr dá · wèi sēn shī tài nà
erika lechner,埃丽卡·莱希纳,āi lì kǎ · lái xī nà
frank scalice,法兰克·斯卡利斯,fǎ lán kè · sī kǎ lì sī
dino baggio,迪诺·巴乔,dí nuò · bā qiáo
gian giorgio trissino,吉安·乔治·特里西诺,jí ān · qiáo zhì · tè lǐ xī nuò
giuliano giuliani,朱利亚诺·朱利亚尼,zhū lì yà nuò · zhū lì yà ní
laura morante,萝拉·莫蓝特,luó lā · mò lán tè
aleandro rosi,阿莱安德罗·罗西,ā lái ān dé luó · luó xī
bruno visintin,布鲁诺·维辛廷,bù lǔ nuò · wéi xīn tíng
franco nenci,佛朗哥·南奇,fó lǎng gē · nán qí
laura vernizzi,劳拉·韦尔尼齐,láo lā · wéi ěr ní qí
fabio biondi,法碧欧·毕翁迪,fǎ bì ōu · bì wēng dí
luigi carnera,路易吉·卡内拉,lù yì jí · kǎ nèi lā
piero cappuccilli,皮耶罗·卡普契里,pí yē luó · kǎ pǔ qì lǐ
carlo cercignani,卡罗·切尔奇纳尼,kǎ luó · qiè ěr qí nà ní
ornella muti,奥内拉·穆蒂,ào nèi lā · mù dì
paulo dybala,保罗·戴巴拿,bǎo luó · dài bā ná
paola pigni,保拉·皮尼,bǎo lā · pí ní
franco selvaggi,佛朗哥·塞尔瓦吉,fó lǎng gē · sāi ěr wǎ jí
giuseppina leone,朱塞平娜·莱昂内,zhū sāi píng nà · lái áng nèi
frank costello,法兰克·卡斯特罗,fǎ lán kè · kǎ sī tè luó
franco valle,佛朗哥·瓦莱,fó lǎng gē · wǎ lái
bepi ros,朱塞佩·罗斯,zhū sāi pèi · luó sī
silvano bertini,西尔瓦诺·贝尔蒂尼,xī ěr wǎ nuò · bèi ěr dì ní
leo nucci,里欧·努奇,lǐ ōu · nǔ qí
massimo donati,马西莫·当拿迪,mǎ xī mò · dāng ná dí
umberto saba,翁贝托·萨巴,wēng bèi tuō · sà bā
roberto rosato,罗伯托·罗萨托,luó bǎi tuō · luó sà tuō
angelino alfano,安杰利诺·阿尔法诺,ān jié lì nuò · ā ěr fǎ nuò
lucio dalla,卢乔·达拉,lú qiáo · dá lā
dino bruni,迪诺·布鲁尼,dí nuò · bù lǔ ní
vincenzo zucconelli,温琴佐·祖科内利,wēn qín zuǒ · zǔ kē nèi lì
francesco coco,弗朗切斯科·科科,fú lǎng qiè sī kē · kē kē
norberto bobbio,诺贝托·波比欧,nuò bèi tuō · bō bǐ ōu
ettore reynaudi,埃托雷·雷瑙迪,āi tuō léi · léi nǎo dí
ugo locatelli,乌戈·洛卡泰利,wū gē · luò kǎ tài lì
angelo amato,安日洛·阿马托,ān rì luò · ā mǎ tuō
carlo gambino,卡罗·甘比诺,kǎ luó · gān bǐ nuò
lorenzo buffon,洛伦佐·布冯,luò lún zuǒ · bù féng
luca cordero di montezemolo,卢卡·克劳德洛·迪·蒙特泽莫罗,lú kǎ · kè láo dé luò · dí · méng tè zé mò luó
elio sgreccia,埃里奥·斯格雷恰,āi lǐ ào · sī gé léi qià
edinson cavani,埃丁森·卡瓦尼,āi dīng sēn · kǎ wǎ ní
paolo pulici,保罗·普利奇,bǎo luó · pǔ lì qí
giovanni spadolini,乔瓦尼·斯帕多利尼,qiáo wǎ ní · sī pà duō lì ní
luigi delneri,路易吉·德尔内里,lù yì jí · dé ěr nèi lǐ
amadeo bordiga,阿马迪奥·博尔迪加,ā mǎ dí ào · bó ěr dí jiā
enrico bombieri,恩里科·邦别里,ēn lǐ kē · bāng bié lǐ
pietro da cortona,皮埃特罗·达·科尔托纳,pí āi tè luó · dá · kē ěr tuō nà
eraldo monzeglio,埃拉尔多·蒙泽利奥,āi lā ěr duō · méng zé lì ào
giorgia meloni,乔治亚·梅洛尼,qiáo zhì yà · méi luò ní
julius evola,尤利乌斯·埃佛拉,yóu lì wū sī · āi fó lā
angelo damiano,安杰洛·达米亚诺,ān jié luò · dá mǐ yà nuò
giuseppe bertello,若瑟·贝尔泰罗,ruò sè · bèi ěr tài luó
diego confalonieri,迭戈·孔法洛涅里,dié gē · kǒng fǎ luò niè lǐ
