javier lozano barragán,沙勿略·洛萨诺·巴拉甘,shā wù lüè · luò sà nuò · bā lā gān
león trotski,列夫·托洛茨基,liè fū · tuō luò cí jī
ricardo osorio,里卡多·奥索里奥,lǐ kǎ duō · ào suǒ lǐ ào
david alfaro siqueiros,大卫·阿尔法罗·西凯罗斯,dà wèi · ā ěr fǎ luó · xī kǎi luó sī
efraín juárez,埃弗拉因·华雷斯,āi fú lā yīn · huá léi sī
gustavo díaz ordaz,古斯塔沃·迪亚斯·奥尔达斯,gǔ sī tǎ wò · dí yà sī · ào ěr dá sī
magdaleno mercado,马格达莱诺·梅尔卡多,mǎ gé dá lái nuò · méi ěr kǎ duō
josé joaquín de herrera,何塞·华金·德·埃雷拉,hé sāi · huá jīn · dé · āi léi lā
francisco carvajal,弗朗西斯科·卡瓦哈尔,fú lǎng xī sī kē · kǎ wǎ hā ěr
sebastián lerdo de tejada,塞瓦斯蒂安·莱尔多·德·特哈达,sāi wǎ sī dì ān · lái ěr duō · dé · tè hǎ dá
dolores heredia,多洛雷斯·埃雷迪亚,duō luò léi sī · āi léi dí yà
ximena navarrete,希梅纳·纳瓦瑞提,xī méi nà · nà wǎ ruì tí
oscar pérez rojas,奥斯卡·佩雷斯·罗哈斯,ào sī kǎ · pèi léi sī · luó hā sī
horacio lópez salgado,奥拉西奥·洛佩斯·萨尔加多,ào lā xī ào · luò pèi sī · sà ěr jiā duō
carlos slim,卡洛斯·斯利姆,kǎ luò sī · sī lì mǔ
adrián chávez,阿德里安·查韦斯,ā dé lǐ ān · chá wéi sī
israel castro,伊斯雷尔·卡斯特罗,yī sī léi ěr · kǎ sī tè luó
nezahualcóyotl,内萨瓦尔科约特尔,nèi sà wǎ ěr kē yuē tè ěr
bora milutinović,维利博尔·米卢蒂诺维奇,wéi lì bó ěr · mǐ lú dì nuò wéi qí
andrés manuel lópez obrador,安德烈斯·曼努埃尔·洛佩斯·奥夫拉多尔,ān dé liè sī · màn nǔ āi ěr · luò pèi sī · ào fū lā duō ěr
adolfo ruiz cortines,阿道弗·鲁伊斯·科尔蒂内斯,ā dào fú · lǔ yī sī · kē ěr dì nèi sī
emiliano zapata,埃米利亚诺·萨帕塔,āi mǐ lì yà nuò · sà pà tǎ
lázaro cárdenas,拉萨罗·卡德纳斯,lā sà luó · kǎ dé nà sī
victoriano huerta,维多利亚诺·韦尔塔,wéi duō lì yà nuò · wéi ěr tǎ
josé clemente orozco,何塞·克莱门特·奥罗斯科,hé sāi · kè lái mén tè · ào luó sī kē
thalía,坦莉雅,tǎn lì yǎ
diego rivera,迭戈·里韦拉,dié gē · lǐ wéi lā
enrique peña nieto,恩里克·培尼亚·涅托,ēn lǐ kè · péi ní yà · niè tuō
ernesto zedillo,埃内斯托·塞迪略,āi nèi sī tuō · sāi dí lüè
emilio portes gil,埃米利奥·波特斯·希尔,āi mǐ lì ào · bō tè sī · xī ěr
ricardo montalbán,里卡多·蒙特尔班,lǐ kǎ duō · méng tè ěr bān
silvestre revueltas,西尔维斯特里·雷维尔塔斯,xī ěr wéi sī tè lǐ · léi wéi ěr tǎ sī
carlos vela,卡洛斯·维拉,kǎ luò sī · wéi lā
octavio paz,奥克塔维奥·帕斯,ào kè tǎ wéi ào · pà sī
jessica alba,洁西卡·艾巴,jié xī kǎ · ài bā
sandra cisneros,桑德拉·希斯内罗丝,sāng dé lā · xī sī nèi luó sī
maría santos gorrostieta salazar,玛丽亚·桑托斯·戈罗斯蒂埃塔·萨拉萨尔,mǎ lì yà · sāng tuō sī · gē luó sī dì āi tǎ · sà lā sà ěr
alberto del río,阿尔贝托·德·里奥,ā ěr bèi tuō · dé · lǐ ào
adolfo lópez mateos,阿道弗·洛佩斯·马特奥斯,ā dào fú · luò pèi sī · mǎ tè ào sī
bernardo segura,贝尔纳多·塞古拉,bèi ěr nà duō · sāi gǔ lā
gabriel quadri,加布里埃尔·夸德里,jiā bù lǐ āi ěr · kuā dé lǐ
carlos reygadas,卡洛斯·雷加达斯,kǎ luò sī · léi jiā dá sī
anthony quinn,安东尼·奎恩,ān dōng ní · kuí ēn
hubertus von hohenlohe,胡贝图斯·冯·霍恩洛厄,hú bèi tú sī · féng · huò ēn luò è
rafael márquez,拉法埃尔·马克斯,lā fǎ āi ěr · mǎ kè sī
rolando villazón,罗兰度·维拉臣,luó lán dù · wéi lā chén
sergio pérez,沙治奥·佩雷斯,shā zhì ào · pèi léi sī
vicente fox,比森特·福克斯,bǐ sēn tè · fú kè sī
pancho villa,潘乔·比利亚,pān qiáo · bǐ lì yà
pedro ramírez vázquez,佩德罗·拉米雷斯·巴斯克斯,pèi dé luó · lā mǐ léi sī · bā sī kè sī
adam mckay,亚当·麦凯,yà dāng · mài kǎi
tatiana ortiz,塔蒂亚娜·奥尔蒂斯,tǎ dì yà nà · ào ěr dì sī
luis buñuel,路易斯·布努埃尔,lù yì sī · bù nǔ āi ěr
alejandro gonzález iñárritu,阿利安卓·岗札雷·伊纳利图,ā lì ān zhuó · gǎng zhá léi · yī nà lì tú
felipe calderón,费利佩·卡尔德龙,fèi lì pèi · kǎ ěr dé lóng
guillermo franco,古利姆·法兰高,gǔ lì mǔ · fǎ lán gāo
daniel bautista,丹尼尔·包蒂斯塔,dān ní ěr · bāo dì sī tǎ
francisco jara,弗朗西斯科·哈拉,fú lǎng xī sī kē · hā lā
gael garcía bernal,盖尔·贾西亚·贝纳,gài ěr · jiǎ xī yà · bèi nà
juan carlos chávez,胡安·卡洛斯·查韦斯,hú ān · kǎ luò sī · chá wéi sī
benito juárez,贝尼托·华雷斯,bèi ní tuō · huá léi sī
carlton cuse,卡尔顿·库斯,kǎ ěr dùn · kù sī
jonny magallón,洪尼·马加利翁,hóng ní · mǎ jiā lì wēng
alfonso montemayor,阿方索·蒙特马约尔,ā fāng suǒ · méng tè mǎ yuē ěr
max aub,马克斯·奥夫,mǎ kè sī · ào fū
mariano azuela,马里亚诺·阿苏埃拉,mǎ lǐ yà nuò · ā sū āi lā
danna paola,丹娜·保拉,dān nà · bǎo lā
alfonso garcía robles,阿方索·加西亚·罗夫莱斯,ā fāng suǒ · jiā xī yà · luó fū lái sī
césar millán,西萨·米兰,xī sà · mǐ lán
paulina rubio,宝琳娜·鲁维奥,bǎo lín nà · lǔ wéi ào
guillermo sepúlveda,吉列尔莫·塞普尔韦达,jí liè ěr mò · sāi pǔ ěr wéi dá
oswaldo sánchez,奥斯瓦尔多·桑切斯,ào sī wǎ ěr duō · sāng qiè sī
anastasio bustamante,阿纳斯塔西奥·布斯塔曼特,ā nà sī tǎ xī ào · bù sī tǎ màn tè
alberto medina,阿尔韦托·梅迪纳,ā ěr wéi tuō · méi dí nà
pascual ortiz rubio,帕斯夸尔·奥尔蒂斯·鲁维奥,pà sī kuā ěr · ào ěr dì sī · lǔ wéi ào
saturnino herrán,萨托尼诺·赫兰,sà tuō ní nuò · hè lán
carlos chávez,卡洛斯·查维斯,kǎ luò sī · chá wéi sī
mariano arista,马里亚诺·阿里斯塔,mǎ lǐ yà nuò · ā lǐ sī tǎ
beatriz paredes rangel,比阿特里斯·帕雷德斯·兰赫尔,bǐ ā tè lǐ sī · pà léi dé sī · lán hè ěr
luis hernández,路易斯·埃尔南德斯,lù yì sī · āi ěr nán dé sī
raúl cárdenas,劳尔·卡德纳斯,láo ěr · kǎ dé nà sī
salma hayek,莎玛·希恩,shā mǎ · xī ēn
cuauhtémoc blanco,库奥特莫克·白兰高,kù ào tè mò kè · bái lán gāo
edward james olmos,爱德华·詹姆斯·奥莫斯,ài dé huá · zhān mǔ sī · ào mò sī
carlos salcido,卡路士·沙斯度,kǎ lù shì · shā sī dù
javier aguirre,哈维尔·阿吉雷,hā wéi ěr · ā jí léi
juan rulfo,胡安·鲁尔福,hú ān · lǔ ěr fú
demián bichir,德米安·毕齐,dé mǐ ān · bì qí
ignacio comonfort,伊格纳西奥·科蒙福尔,yī gé nà xī ào · kē méng fú ěr
claudio suárez,克劳迪奥·苏亚雷斯,kè láo dí ào · sū yà léi sī
daniel aceves,丹尼尔·阿塞韦斯,dān ní ěr · ā sāi wéi sī
rosie reyes,罗茜·雷耶斯,luó qiàn · léi yē sī
guillermo mendizábal,吉列尔莫·门迪萨瓦尔,jí liè ěr mò · mén dí sà wǎ ěr
joaquín guzmán loera,华金·古兹曼·洛埃拉,huá jīn · gǔ zī màn · luò āi lā
marco fabián,马尔科·法维安,mǎ ěr kē · fǎ wéi ān
luis barragán,路易斯·巴拉甘,lù yì sī · bā lā gān
julia pastrana,朱莉娅·帕斯特罗娜,zhū lì yà · pà sī tè luó nà
crescencio gutiérrez,克雷森西奥·古铁雷斯,kè léi sēn xī ào · gǔ tiě léi sī
cynthia gonzález,辛西娅·冈萨雷斯,xīn xī yà · gāng sà léi sī
josé vantolrá,何塞·班托尔拉,hé sāi · bān tuō ěr lā
cristóbal ortega,克里斯托瓦尔·奥尔特加,kè lǐ sī tuō wǎ ěr · ào ěr tè jiā
guillermo ochoa,吉列尔莫·奥乔亚,jí liè ěr mò · ào qiáo yà
álvaro obregón,阿尔瓦罗·奥夫雷贡,ā ěr wǎ luó · ào fū léi gòng
ernesto canto,埃内斯托·坎托,āi nèi sī tuō · kǎn tuō
leonardo cuéllar,莱昂纳多·奎利亚尔,lái áng nà duō · kuí lì yà ěr
oribe peralta,奥里比·佩拉尔塔,ào lǐ bǐ · pèi lā ěr tǎ
soraya jiménez,索拉娅·希门尼斯,suǒ lā yà · xī mén ní sī
miguel agustín pro,弥额尔·奥斯定·普罗,mí é ěr · ào sī dìng · pǔ luó
victoria montero,维多利亚·蒙特罗,wéi duō lì yà · méng tè luó
maite perroni,迈特·佩罗尼,mài tè · pèi luó ní
leonora carrington,利奥诺拉·卡林顿,lì ào nuò lā · kǎ lín dùn
laura harring,萝拉·贺林,luó lā · hè lín
armando archundia,阿曼多·阿琛迪亚,ā màn duō · ā chēn dí yà
juventino rosas,胡文蒂诺·罗萨斯,hú wén dì nuò · luó sà sī
luis michel,路易斯·米歇尔,lù yì sī · mǐ xiē ěr
jorge torres nilo,豪尔赫·托雷斯·尼洛,háo ěr hè · tuō léi sī · ní luò
roberto orci,罗伯托·奥利奇,luó bǎi tuō · ào lì qí
juan josé arreola,胡安·何塞·阿雷奥拉,hú ān · hé sāi · ā léi ào lā
josé vasconcelos,何塞·巴斯孔塞洛斯,hé sāi · bā sī kǒng sāi luò sī
alfonso zamora,阿方索·萨莫拉,ā fāng suǒ · sà mò lā
itzcuauhtzin,伊斯夸乌特辛,yī sī kuā wū tè xīn
germán villa,赫尔曼·比利亚,hè ěr màn · bǐ lì yà
manuel gómez pedraza,曼努埃尔·戈麦斯·佩德拉萨,màn nǔ āi ěr · gē mài sī · pèi dé lā sà
josefina vázquez mota,何塞菲娜·巴斯克斯·莫塔,hé sāi fēi nà · bā sī kè sī · mò tǎ
dulce maría,杜尔西·玛利亚,dù ěr xī · mǎ lì yà
linda christian,琳达·克里斯蒂安,lín dá · kè lǐ sī dì ān
bárbara mori,芭芭拉·森,bā bā lā · sēn
ramón morales,拉蒙·莫拉莱斯,lā méng · mò lā lái sī
chavela vargas,查维拉·瓦尔加斯,chá wéi lā · wǎ ěr jiā sī
paola espinosa,葆拉·埃斯皮诺萨,bǎo lā · āi sī pí nuò sà
hugo sánchez,乌戈·桑切斯,wū gē · sāng qiè sī
fernando valenzuela,费南多·瓦伦祖拉,fèi nán duō · wǎ lún zǔ lā
juan velázquez tlacotzin,胡安·贝拉斯克斯·特拉科特辛,hú ān · bèi lā sī kè sī · tè lā kē tè xīn
raúl jiménez,劳尔·希门尼斯,láo ěr · xī mén ní sī
carlos septién,卡洛斯·塞普蒂恩,kǎ luò sī · sāi pǔ dì ēn
juan sandoval íñiguez,若望·桑多瓦尔·伊尼格斯,ruò wàng · sāng duō wǎ ěr · yī ní gé sī
josé naranjo,何塞·纳兰霍,hé sāi · nà lán huò
felipe ruvalcaba,费利佩·鲁巴尔卡瓦,fèi lì pèi · lǔ bā ěr kǎ wǎ
marcos rivas,马科斯·里瓦斯,mǎ kē sī · lǐ wǎ sī
mario ochoa,马里奥·奥乔亚,mǎ lǐ ào · ào qiáo yà
pedro nájera,佩德罗·纳赫拉,pèi dé luó · nà hè lā
federico mena,费德里科·梅纳,fèi dé lǐ kē · méi nà
hugo rodríguez,乌戈·罗德里格斯,wū gē · luó dé lǐ gé sī
carlos muñoz,卡洛斯·穆尼奥斯,kǎ luò sī · mù ní ào sī
adrián gonzález,阿德里安·冈萨雷斯,ā dé lǐ ān · gāng sà léi sī
tlacatéotl,特拉卡特奥特尔,tè lā kǎ tè ào tè ěr
miguel alcubierre,米给尔·阿库别瑞,mǐ gěi ěr · ā kù bié ruì
oswaldo alanís,奥斯瓦尔多·阿拉尼斯,ào sī wǎ ěr duō · ā lā ní sī
miguel ángel osorio chong,米格尔·安赫尔·奥索里奥·钟,mǐ gé ěr · ān hè ěr · ào suǒ lǐ ào · zhōng
rommel pacheco,罗梅尔·帕切科,luó méi ěr · pà qiè kē
fernando platas,费尔南多·普拉塔斯,fèi ěr nán duō · pǔ lā tǎ sī
francisco robles ortega,方济各·罗夫莱斯·奥尔特加,fāng jì gè · luó fū lái sī · ào ěr tè jiā
josé maría iglesias,何塞·马里亚·伊格莱西亚斯,hé sāi · mǎ lǐ yà · yī gé lái xī yà sī
pedro soto,佩德罗·索托,pèi dé luó · suǒ tuō
humberto mariles cortés,温贝托·马里莱斯·科尔特斯,wēn bèi tuō · mǎ lǐ lái sī · kē ěr tè sī
manuel romero rubio,曼努埃尔·罗梅罗·卢比奥,màn nǔ āi ěr · luó méi luó · lú bǐ ào
jay hernández,杰·赫南德兹,jié · hè nán dé zī
alfredo talavera,阿尔弗雷多·塔拉韦拉,ā ěr fú léi duō · tǎ lā wéi lā
alberto rodríguez,阿尔韦托·罗德里格斯,ā ěr wéi tuō · luó dé lǐ gé sī
saúl álvarez,卡内洛·阿尔瓦雷斯,kǎ nèi luò · ā ěr wǎ léi sī
rafael ávalos,拉斐尔·阿瓦洛斯,lā fěi ěr · ā wǎ luò sī
liliana allen,利利亚娜·阿连,lì lì yà nà · ā lián
yovani gallardo,尤凡尼·贾亚尔多,yóu fán ní · jiǎ yà ěr duō
antonio palafox,安东尼奥·帕拉福斯,ān dōng ní ào · pà lā fú sī
maría teresa ramírez,玛丽亚·特雷莎·拉米雷斯,mǎ lì yà · tè léi shā · lā mǐ léi sī
aída román,艾达·阿洛尤,ài dá · ā luò yóu
luis garcía postigo,路易斯·加西亚·波斯蒂戈,lù yì sī · jiā xī yà · bō sī dì gē
raúl córdoba,劳尔·科尔多瓦,láo ěr · kē ěr duō wǎ
gerardo esquivel,赫拉尔多·埃斯基韦尔,hè lā ěr duō · āi sī jī wéi ěr
santiago gonzález,圣地亚哥·冈萨雷斯,shèng dì yà gē · gāng sà léi sī
alberto baillères gonzález,阿尔贝托·贝勒雷斯·冈萨雷斯,ā ěr bèi tuō · bèi lè léi sī · gāng sà léi sī
isaac terrazas,伊萨克·特拉萨斯,yī sà kè · tè lā sà sī
alfredo aceves,阿尔弗雷多·阿瑟维斯,ā ěr fú léi duō · ā sè wéi sī
jorge lozano,豪尔赫·洛萨诺,háo ěr hè · luò sà nuò
bernardo reyes,贝尔纳多·雷耶斯,bèi ěr nà duō · léi yē sī
salvador farfán,萨尔瓦多·法尔范,sà ěr wǎ duō · fǎ ěr fàn
roberto gómez bolaños,罗伯托·戈麦斯·博拉尼奥斯,luó bǎi tuō · gē mài sī · bó lā ní ào sī
miguel treviño morales,米格尔·特雷维尼奥·莫拉莱斯,mǐ gé ěr · tè léi wéi ní ào · mò lā lái sī
horacio casarín,奥拉西奥·卡萨林,ào lā xī ào · kǎ sà lín
elías muñoz,埃利亚斯·穆尼奥斯,āi lì yà sī · mù ní ào sī
rigoberto cisneros,里戈韦托·西斯内罗斯,lǐ gē wéi tuō · xī sī nèi luó sī
enrique borja,恩里克·博尔哈,ēn lǐ kè · bó ěr hā
salvador carmona,萨尔瓦多·卡尔莫纳,sà ěr wǎ duō · kǎ ěr mò nà
gustavo ayón,古斯塔沃·阿永,gǔ sī tǎ wò · ā yǒng
benjamín galindo,本哈明·加林多,běn hā míng · jiā lín duō
ernesto cisneros,埃内斯托·西斯内罗斯,āi nèi sī tuō · xī sī nèi luó sī
germán sánchez,赫尔曼·桑切斯,hè ěr màn · sāng qiè sī
néstor araujo,内斯托尔·阿劳霍,nèi sī tuō ěr · ā láo huò
enrique sesma,恩里克·塞斯马,ēn lǐ kè · sāi sī mǎ
joaquín rocha,华金·罗查,huá jīn · luó chá
eiza gonzález,艾莎·冈萨雷,ài shā · gāng sà léi
missael espinoza,米萨埃尔·埃斯皮诺萨,mǐ sà āi ěr · āi sī pí nuò sà
lucía zárate,露茜·查瑞特,lù qiàn · chá ruì tè
alejandra orozco loza,亚历杭德拉·奥罗斯科·罗萨,yà lì háng dé lā · ào luó sī kē · luó sà
rogelio funes mori,罗赫略·富内斯·莫里,luó hè lüè · fù nèi sī · mò lǐ
leonardo lavalle,莱昂纳多·拉瓦列,lái áng nà duō · lā wǎ liè
gustavo peña,古斯塔沃·培尼亚,gǔ sī tǎ wò · péi ní yà
manuel negrete,曼努埃尔·内格雷特,màn nǔ āi ěr · nèi gé léi tè
marcelino bernal,马塞利诺·贝尔纳尔,mǎ sāi lì nuò · bèi ěr nà ěr
héctor herrera,赫达·靴里拉,hè dá · xuē lǐ lā
antonio flores,安东尼奥·弗洛雷斯,ān dōng ní ào · fú luò léi sī
antonio mota,安东尼奥·莫塔,ān dōng ní ào · mò tǎ
raúl campero,劳尔·坎佩罗,láo ěr · kǎn pèi luó
felipe zetter,费利佩·泽特,fèi lì pèi · zé tè
antonio munguía,安东尼奥·蒙吉亚,ān dōng ní ào · méng jí yà
hugo ayala,乌戈·阿亚拉,wū gē · ā yà lā
federico campbell,费德里科·坎贝尔,fèi dé lǐ kē · kǎn bèi ěr
jesús manuel corona,赫苏斯·曼努埃尔·科罗纳,hè sū sī · màn nǔ āi ěr · kē luó nà
israel jiménez,伊斯雷尔·希门尼斯,yī sī léi ěr · xī mén ní sī
néstor vidrio,内斯托尔·比德里奥,nèi sī tuō ěr · bǐ dé lǐ ào
rafael caro quintero,拉斐尔·卡罗·金特罗,lā fěi ěr · kǎ luó · jīn tè luó
armando manzanero,阿曼多·曼萨内罗,ā màn duō · màn sà nèi luó
luis villoro,路易斯·维尧罗,lù yì sī · wéi yáo luó
miguel layún,米格尔·拉云,mǐ gé ěr · lā yún
félix díaz,费利克斯·迪亚斯,fèi lì kè sī · dí yà sī
félix cruz,费利克斯·克鲁斯,fèi lì kè sī · kè lǔ sī
gabriel núñez,加夫列尔·努涅斯,jiā fū liè ěr · nǔ niè sī
javier fragoso,哈维尔·弗拉戈索,hā wéi ěr · fú lā gē suǒ
javier aquino,哈维尔·阿基诺,hā wéi ěr · ā jī nuò
darvin chávez,达尔温·查韦斯,dá ěr wēn · chá wéi sī
javier cortés,哈维尔·科尔特斯,hā wéi ěr · kē ěr tè sī
francisco cabañas,弗朗西斯科·卡瓦尼亚斯,fú lǎng xī sī kē · kǎ wǎ ní yà sī
paola núñez,葆拉·努涅斯,bǎo lā · nǔ niè sī
homero aridjis,奥梅罗·阿里德希斯,ào méi luó · ā lǐ dé xī sī
gregorio gómez,格雷戈里奥·戈麦斯,gé léi gē lǐ ào · gē mài sī
moquíhuix,莫基伊斯特利,mò jī yī sī tè lì
maría grever,玛丽亚·格里弗,mǎ lì yà · gé lǐ fú
sergio obeso rivera,思齐·奥韦索·里韦拉,sī qí · ào wéi suǒ · lǐ wéi lā
josé yves limantour,何塞·伊夫·利曼图尔,hé sāi · yī fū · lì màn tú ěr
ricardo salinas pliego,里卡多·萨利纳斯·皮烈哥,lǐ kǎ duō · sà lì nà sī · pí liè gē
lance allred,兰斯·奥尔雷德,lán sī · ào ěr léi dé
miguel ángel félix gallardo,米盖尔·安格罗·菲利克斯·加拉多,mǐ gài ěr · ān gé luó · fēi lì kè sī · jiā lā duō
alberto garcía aspe,阿尔韦托·加西亚·阿斯佩,ā ěr wéi tuō · jiā xī yà · ā sī pèi
carlos rivera,卡洛斯·里维拉,kǎ luò sī · lǐ wéi lā
jaime ordiales,海梅·奥迪亚莱斯,hǎi méi · ào dí yà lái sī
arturo álvarezbuylla,阿图罗·阿尔瓦雷斯布伊亚,ā tú luó · ā ěr wǎ léi sī bù yī yà
ignacio ambriz,伊格纳西奥·安布里斯,yī gé nà xī ào · ān bù lǐ sī
ignacio calderón,伊格纳西奥·卡尔德龙,yī gé nà xī ào · kǎ ěr dé lóng
andrés gómez,安德烈斯·戈麦斯,ān dé liè sī · gē mài sī
emmanuel lubezki,艾曼纽尔·卢贝兹基,ài màn niǔ ěr · lú bèi zī jī
álex cabrera,亚历克斯·卡布瑞拉,yà lì kè sī · kǎ bù ruì lā
joaquín capilla,华金·卡皮利亚,huá jīn · kǎ pí lì yà
arturo márquez,阿图罗·马奎兹,ā tú luó · mǎ kuí zī
jaime salazar,海梅·萨拉萨尔,hǎi méi · sà lā sà ěr
johan rodríguez,约翰·罗德里格斯,yuē hàn · luó dé lǐ gé sī
arturo barrios,阿图罗·巴里奥斯,ā tú luó · bā lǐ ào sī
manuel gamio,曼纽尔·加米欧,màn niǔ ěr · jiā mǐ ōu
josé josé,何塞·何塞,hé sāi · hé sāi
rubén uriza castro,鲁文·乌里萨·卡斯特罗,lǔ wén · wū lǐ sà · kǎ sī tè luó
raúl gonzález rodríguez,劳尔·冈萨雷斯·罗德里格斯,láo ěr · gāng sà léi sī · luó dé lǐ gé sī
javier valdivia,哈维尔·巴尔迪维亚,hā wéi ěr · bā ěr dí wéi yà
jaime gómez,海梅·戈麦斯,hǎi méi · gē mài sī
víctor rangel,维克托·兰赫尔,wéi kè tuō · lán hè ěr
jorge romo,豪尔赫·罗莫,háo ěr hè · luó mò
alan pulido,阿兰·普利多,ā lán · pǔ lì duō
juan camilo mouriño,胡安·卡米洛·莫里尼奥,hú ān · kǎ mǐ luò · mò lǐ ní ào
francisco palencia,弗朗西斯科·帕伦西亚,fú lǎng xī sī kē · pà lún xī yà
ismael rodríguez,伊斯梅尔·罗德里格斯,yī sī méi ěr · luó dé lǐ gé sī
agustín zaragoza,阿古斯丁·萨拉戈萨,ā gǔ sī dīng · sà lā gē sà
jaime maussan,海梅·莫森,hǎi méi · mò sēn
olaf heredia,奥拉夫·埃雷迪亚,ào lā fū · āi léi dí yà
alberto baeza,阿尔韦托·巴埃萨,ā ěr wéi tuō · bā āi sà
alberto suárez inda,亚尔伯·苏亚雷斯·因达,yà ěr bǎi · sū yà léi sī · yīn dá
damaris aguirre,达玛丽斯·阿吉雷,dá mǎ lì sī · ā jí léi
fello hernández,阿尔弗雷多·埃尔南德斯,ā ěr fú léi duō · āi ěr nán dé sī
lupita nyong'o,露琵塔·尼咏欧,lù pí tǎ · ní yǒng ōu
carlos mercenario,卡洛斯·梅塞纳里奥,kǎ luò sī · méi sāi nà lǐ ào
pedro vélez,佩德罗·贝莱斯,pèi dé luó · bèi lái sī
alejandra valencia,亚历杭德拉·瓦伦西亚,yà lì háng dé lā · wǎ lún xī yà
silvio hernández,西尔维奥·埃尔南德斯,xī ěr wéi ào · āi ěr nán dé sī
david galván,戴维·加尔万,dài wéi · jiā ěr wàn
david bárcena ríos,戴维·巴尔塞纳·里奥斯,dài wéi · bā ěr sāi nà · lǐ ào sī
daniel corral,丹尼尔·科拉尔,dān ní ěr · kē lā ěr
ligorio lópez,利戈里奥·洛佩斯,lì gē lǐ ào · luò pèi sī
carlos santana,卡洛斯·山塔那,kǎ luò sī · shān tǎ nà
pilar reyes,何塞·雷耶斯,hé sāi · léi yē sī
angélica rivera,安洁丽卡·里维拉,ān jié lì kǎ · lǐ wéi lā
víctor borja,比克托·博尔哈,bǐ kè tuō · bó ěr hā
josé pamplona,何塞·潘普洛纳,hé sāi · pān pǔ luò nà
carlos borja,卡洛斯·博尔哈,kǎ luò sī · bó ěr hā
rodolfo choperena,鲁道夫·乔佩雷纳,lǔ dào fū · qiáo pèi léi nà
alfredo tena,阿尔弗雷多·特纳,ā ěr fú léi duō · tè nà
armando manzo,阿曼多·曼索,ā màn duō · màn suǒ
manuel nájera,曼努埃尔·纳赫拉,màn nǔ āi ěr · nà hè lā
fernando colunga,费尔南多·科隆加,fèi ěr nán duō · kē lóng jiā
lino muñoz,利诺·穆尼奥斯,lì nuò · mù ní ào sī
alma muriel,阿尔玛·穆里尔,ā ěr mǎ · mù lǐ ěr
mario gonzález,马里奥·冈萨雷斯,mǎ lǐ ào · gāng sà léi sī
bill meléndez,比尔·门勒德兹,bǐ ěr · mén lè dé zī
