bolesław prus,博莱斯瓦夫·普鲁斯,bó lái sī wǎ fū · pǔ lǔ sī
adam kszczot,亚当·克什乔特,yà dāng · kè shén qiáo tè
suzanna von nathusius,苏珊娜·冯·纳特修斯,sū shān nà · féng · nà tè xiū sī
stephanie kwolek,斯蒂芬妮·克沃勒克,sī dì fēn nī · kè wò lè kè
kazimierz funk,卡西米尔·冯克,kǎ xī mǐ ěr · féng kè
ryszard szurkowski,理夏德·舒尔科夫斯基,lǐ xià dé · shū ěr kē fū sī jī
jerzy janowicz,杰西·雅诺维茨,jié xī · yǎ nuò wéi cí
edward strasburger,爱德华·斯特拉斯伯格,ài dé huá · sī tè lā sī bǎi gé
charles kowal,查尔斯·科瓦尔,chá ěr sī · kē wǎ ěr
tomasz wałdoch,托马什·瓦乌多赫,tuō mǎ shén · wǎ wū duō hè
radosław kawęcki,拉多斯瓦夫·卡域斯基,lā duō sī wǎ fū · kǎ yù sī jī
katarzyna piter,卡塔日娜·皮特尔,kǎ tǎ rì nà · pí tè ěr
menachem begin,梅纳赫姆·贝京,méi nà hè mǔ · bèi jīng
lukas podolski,卢卡斯·波多尔斯基,lú kǎ sī · bō duō ěr sī jī
henryk kasperczak,亨里克·卡斯佩尔恰克,hēng lǐ kè · kǎ sī pèi ěr qià kè
arkadiusz milik,阿卡迪乌什·米利克,ā kǎ dí wū shén · mǐ lì kè
kamil glik,卡米尔·格里克,kǎ mǐ ěr · gé lǐ kè
wojciech smarzowski,沃伊切赫·斯马乔夫斯基,wò yī qiè hè · sī mǎ qiáo fū sī jī
karol radek,卡尔·拉狄克,kǎ ěr · lā dí kè
isaac bashevis singer,艾萨克·巴什维斯·辛格,ài sà kè · bā shén wéi sī · xīn gé
adam kokoszka,亚当·科科斯卡,yà dāng · kē kē sī kǎ
adam korol,亚当·科罗尔,yà dāng · kē luó ěr
adam maida,亚当·梅达,yà dāng · méi dá
adam krzesiński,亚当·克热辛斯基,yà dāng · kè rè xīn sī jī
barbara wolnicka,芭尔芭拉·沃尔尼茨卡谢夫奇克,bā ěr bā lā · wò ěr ní cí kǎ xiè fū qí kè
magdalena mroczkiewicz,玛格达莱娜·姆罗奇凯维奇,mǎ gé dá lái nà · mǔ luó qí kǎi wéi qí
radosław sikorski,拉多斯瓦夫·西科尔斯基,lā duō sī wǎ fū · xī kē ěr sī jī
victor klemperer,维克多·克伦佩勒,wéi kè duō · kè lún pèi lè
józef gosławski,约瑟夫·高斯瓦夫斯基,yuē sè fū · gāo sī wǎ fū sī jī
lestek,莱谢克,lái xiè kè
adam mickiewicz,亚当·密茨凯维奇,yà dāng · mì cí kǎi wéi qí
robert lewandowski,罗伯特·莱万多夫斯基,luó bǎi tè · lái wàn duō fū sī jī
łukasz fabiański,乌卡什·法比安斯基,wū kǎ shén · fǎ bǐ ān sī jī
miroslav klose,米罗斯拉夫·克洛泽,mǐ luó sī lā fū · kè luò zé
benoît mandelbrot,本华·曼德博,běn huá · màn dé bó
jakub błaszczykowski,雅库布·布瓦什奇科夫斯基,yǎ kù bù · bù wǎ shén qí kē fū sī jī
anna maria jopek,安娜·玛莉亚·约佩克,ān nà · mǎ lì yà · yuē pèi kè
adam sandurski,亚当·桑杜尔斯基,yà dāng · sāng dù ěr sī jī
adam robak,亚当·罗巴克,yà dāng · luó bā kè
adam rapacki,阿达姆·拉帕茨基,ā dá mǔ · lā pà cí jī
marcel reichranicki,马塞尔·莱希拉尼基,mǎ sāi ěr · lái xī lā ní jī
stanisław ryłko,斯坦尼斯瓦夫·里尔科,sī tǎn ní sī wǎ fū · lǐ ěr kē
herkules dembowski,埃尔科莱·登博夫斯基,āi ěr kē lái · dēng bó fū sī jī
magdalena cielecka,玛格达莱娜·切莱茨卡,mǎ gé dá lái nà · qiè lái cí kǎ
cezary siess,采扎里·谢斯,cǎi zhā lǐ · xiè sī
marian sypniewski,马里安·瑟普涅夫斯基,mǎ lǐ ān · sè pǔ niè fū sī jī
rob van dam,罗伯·凡·达姆,luó bǎi · fán · dá mǔ
robert felisiak,罗伯特·费利西亚克,luó bǎi tè · fèi lì xī yà kè
filip adamski,菲利普·亚当斯基,fēi lì pǔ · yà dāng sī jī
czesław miłosz,切斯瓦夫·米沃什,qiè sī wǎ fū · mǐ wò shén
samuel eilenberg,塞缪尔·艾伦伯格,sāi miù ěr · ài lún bǎi gé
henryk sienkiewicz,亨利克·显克微支,hēng lì kè · xiǎn kè wēi zhī
łukasz piszczek,卢卡斯·皮什切克,lú kǎ sī · pí shén qiè kè
władysław sikorski,瓦迪斯瓦夫·西科尔斯基,wǎ dí sī wǎ fū · xī kē ěr sī jī
georges charpak,乔治·夏帕克,qiáo zhì · xià pà kè
irena sendlerowa,伊雷娜·森德勒,yī léi nà · sēn dé lè
krzysztof penderecki,克里斯托弗·潘德列茨基,kè lǐ sī tuō fú · pān dé liè cí jī
adam wiercioch,亚当·维尔乔赫,yà dāng · wéi ěr qiáo hè
wisława szymborska,维斯瓦娃·辛波丝卡,wéi sī wǎ wá · xīn bō sī kǎ
kazimierz nycz,加西弥禄·内兹,jiā xī mí lù · nèi zī
ludwik hirszfeld,路德维克·希尔斯菲尔德,lù dé wéi kè · xī ěr sī fēi ěr dé
bronisław komorowski,布罗尼斯瓦夫·科莫罗夫斯基,bù luó ní sī wǎ fū · kē mò luó fū sī jī
marcin baszczyński,马尔钦·巴什琴斯基,mǎ ěr qīn · bā shén qín sī jī
adrian mierzejewski,阿德里安·梅泽耶夫斯基,ā dé lǐ ān · méi zé yē fū sī jī
jerzy skolimowski,耶日·斯科利莫夫斯基,yē rì · sī kē lì mò fū sī jī
bronisław geremek,布罗尼斯瓦夫·盖莱梅克,bù luó ní sī wǎ fū · gài lái méi kè
leonid hurwicz,里奥尼德·赫维克兹,lǐ ào ní dé · hè wéi kè zī
roman polański,罗曼·波兰斯基,luó màn · bō lán sī jī
sebastian boenisch,塞巴斯蒂安·伯尼施,sāi bā sī dì ān · bǎi ní shī
jerzy popiełuszko,耶日·波比耶乌什科,yē rì · bō bǐ yē wū shén kē
witold lutosławski,维托尔德·卢托斯瓦夫斯基,wéi tuō ěr dé · lú tuō sī wǎ fū sī jī
władysław szpilman,瓦迪斯瓦夫·斯皮尔曼,wǎ dí sī wǎ fū · sī pí ěr màn
adolf schulzevler,阿道夫·舒尔茨埃夫勒,ā dào fū · shū ěr cí āi fū lè
john tavares,约翰·塔瓦雷斯,yuē hàn · tǎ wǎ léi sī
leszek kołakowski,莱谢克·科拉科夫斯基,lái xiè kè · kē lā kē fū sī jī
adam zagajewski,亚当·扎加耶夫斯基,yà dāng · zhā jiā yē fū sī jī
jakub świerczok,雅库布·希维尔乔克,yǎ kù bù · xī wéi ěr qiáo kè
cezary wilk,塞萨里·威尔克,sāi sà lǐ · wēi ěr kè
daniel libeskind,丹尼尔·里伯斯金,dān ní ěr · lǐ bǎi sī jīn
zygmunt bauman,齐格蒙特·鲍曼,qí gé méng tè · bào màn
magdalena abakanowicz,玛格达莱娜·阿巴卡诺维奇,mǎ gé dá lái nà · ā bā kǎ nuò wéi qí
romain gary,罗曼·加里,luó màn · jiā lǐ
stanisław dziwisz,斯坦尼斯瓦夫·济维齐,sī tǎn ní sī wǎ fū · jì wéi qí
krystian zimerman,克里斯蒂安·齐默尔曼,kè lǐ sī dì ān · qí mò ěr màn
emmanuel olisadebe,埃曼努埃尔·奥利萨德贝,āi màn nǔ āi ěr · ào lì sà dé bèi
jerzy spławaneyman,耶日·内曼,yē rì · nèi màn
tomasz sikora,托马什·西科拉,tuō mǎ shén · xī kē lā
maciej lampe,马齐·兰佩,mǎ qí · lán pèi
andrzej szarmach,安杰伊·沙尔马赫,ān jié yī · shā ěr mǎ hè
tomasz kucharski,托马什·库哈尔斯基,tuō mǎ shén · kù hā ěr sī jī
karol kłos,卡罗尔·克沃斯,kǎ luó ěr · kè wò sī
robert kubica,罗伯特·库比卡,luó bǎi tè · kù bǐ kǎ
marian rejewski,马里安·雷耶夫斯基,mǎ lǐ ān · léi yē fū sī jī
sławomir skrzypek,斯瓦沃米尔·斯克日普克,sī wǎ wò mǐ ěr · sī kè rì pǔ kè
marcin matkowski,马辛·麦考斯基,mǎ xīn · mài kǎo sī jī
roman ingarden,罗曼·英伽登,luó màn · yīng jiā dēng
edward ochab,爱德华·奥哈布,ài dé huá · ào hā bù
bohdan andrzejewski,博赫丹·安杰耶夫斯基,bó hè dān · ān jié yē fū sī jī
bartłomiej jaszka,巴特沃梅伊·亚什卡,bā tè wò méi yī · yà shén kǎ
wojciech bartnik,沃伊切赫·巴尔特尼克,wò yī qiè hè · bā ěr tè ní kè
savielly tartakower,萨维利·塔塔科维,sà wéi lì · tǎ tǎ kē wéi
zbigniew herbert,齐别根纽·赫伯特,qí bié gēn niǔ · hè bǎi tè
bartosz kurek,巴尔托斯·库雷克,bā ěr tuō sī · kù léi kè
bartosz soćko,巴尔托什·索科,bā ěr tuō shén · suǒ kē
kazimierz kuratowski,卡齐米日·库拉托夫斯基,kǎ qí mǐ rì · kù lā tuō fū sī jī
siemomysł,谢莫米斯乌,xiè mò mǐ sī wū
jan lisiecki,扬·利谢茨基,yáng · lì xiè cí jī
marek saganowski,马雷克·萨加诺斯基,mǎ léi kè · sà jiā nuò sī jī
rafał wolski,拉法尔·沃尔斯基,lā fǎ ěr · wò ěr sī jī
artur siódmiak,阿图尔·休德米亚克,ā tú ěr · xiū dé mǐ yà kè
alfred wieruszkowalski,阿尔弗雷德·科瓦尔斯基,ā ěr fú léi dé · kē wǎ ěr sī jī
marcin gortat,马尔钦·戈塔特,mǎ ěr qīn · gē tǎ tè
benedykt kocot,贝内迪克特·科措特,bèi nèi dí kè tè · kē cuò tè
bartłomiej tomczak,巴特沃梅伊·托姆恰克,bā tè wò méi yī · tuō mǔ qià kè
przemysław wacha,普热梅斯瓦夫·瓦查,pǔ rè méi sī wǎ fū · wǎ chá
mateusz kusznierewicz,马特乌什·库什涅雷维奇,mǎ tè wū shén · kù shén niè léi wéi qí
bogdan golik,波格丹·高力克,bō gé dān · gāo lì kè
aleksander tansman,亚历山大·汤斯曼,yà lì shān dà · tāng sī màn
krzysztof lijewski,克日什托夫·利耶夫斯基,kè rì shén tuō fū · lì yē fū sī jī
janusz zarenkiewicz,雅努什·扎伦凯维奇,yǎ nǔ shén · zhā lún kǎi wéi qí
krzysztof putra,克日什托夫·普特拉,kè rì shén tuō fū · pǔ tè lā
bolesław piasecki,波列斯瓦夫·皮亚塞基,bō liè sī wǎ fū · pí yà sāi jī
chamique holdsclaw,沙米克·霍尔兹克劳,shā mǐ kè · huò ěr zī kè láo
paweł baraszkiewicz,帕韦乌·巴拉什凯维奇,pà wéi wū · bā lā shén kǎi wéi qí
bruno rodzik,布鲁诺·罗兹克,bù lǔ nuò · luó zī kè
wojciech łobodziński,沃伊切赫·洛博津斯基,wò yī qiè hè · luò bó jīn sī jī
tadeusz brzeziński,塔德乌什·布热津斯基,tǎ dé wū shén · bù rè jīn sī jī
marek galiński,马雷克·加林斯基,mǎ léi kè · jiā lín sī jī
mariusz jurasik,马里乌什·尤拉西克,mǎ lǐ wū shén · yóu lā xī kè
stefan wyszyński,斯德望·维辛斯基,sī dé wàng · wéi xīn sī jī
władysław anders,瓦迪斯瓦夫·安德斯,wǎ dí sī wǎ fū · ān dé sī
zbigniew jaremski,兹比格涅夫·雅雷姆斯基,zī bǐ gé niè fū · yǎ léi mǔ sī jī
zbigniew kaczmarek,兹比格涅夫·卡奇马雷克,zī bǐ gé niè fū · kǎ qí mǎ léi kè
zbigniew gut,兹比格涅夫·古特,zī bǐ gé niè fū · gǔ tè
zbigniew bartman,兹比格纽·巴特曼,zī bǐ gé niǔ · bā tè màn
mieczysław rakowski,米奇斯瓦夫·拉科夫斯基,mǐ qí sī wǎ fū · lā kē fū sī jī
zbigniew,兹比格涅夫,zī bǐ gé niè fū
zbigniew messner,兹比格涅夫·梅斯内尔,zī bǐ gé niè fū · méi sī nèi ěr
olivia smoliga,奥利维娅·斯莫利加,ào lì wéi yà · sī mò lì jiā
adam michnik,亚当·米奇尼克,yà dāng · mǐ qí ní kè
henryk petrich,亨里克·佩特里赫,hēng lǐ kè · pèi tè lǐ hè
antoni karwowski,安东尼·卡沃斯基,ān dōng ní · kǎ wò sī jī
marian dudziak,马里安·杜齐亚克,mǎ lǐ ān · dù qí yà kè
mirosław hermaszewski,米罗斯瓦夫·赫尔曼谢夫斯基,mǐ luó sī wǎ fū · hè ěr màn xiè fū sī jī
mariusz jop,马柳斯·约普,mǎ liǔ sī · yuē pǔ
władysław stasiak,瓦迪斯瓦夫·斯塔夏克,wǎ dí sī wǎ fū · sī tǎ xià kè
marek dopierała,马雷克·多皮耶拉瓦,mǎ léi kè · duō pí yē lā wǎ
adam seroczyński,亚当·塞罗琴斯基,yà dāng · sāi luó qín sī jī
beata sokołowskakulesza,贝娅塔·索科沃夫斯卡库莱沙,bèi yà tǎ · suǒ kē wò fū sī kǎ kù lái shā
marek łbik,马雷克·乌比克,mǎ léi kè · wū bǐ kè
janusz kamiński,亚努斯·卡明斯基,yà nǔ sī · kǎ míng sī jī
teodor leszetycki,提奥多·莱谢蒂茨基,tí ào duō · lái xiè dì cí jī
grzegorz schetyna,格热戈日·谢蒂纳,gé rè gē rì · xiè dì nà
zbigniew pietrzykowski,兹比格涅夫·皮耶奇科夫斯基,zī bǐ gé niè fū · pí yē qí kē fū sī jī
zbigniew preisner,泽贝纽·普莱斯纳,zé bèi niǔ · pǔ lái sī nà
zdzisław beksiński,济斯瓦夫·贝克辛斯基,jì sī wǎ fū · bèi kè xīn sī jī
zdzisław krzyszkowiak,兹齐斯瓦夫·克日什科维亚克,zī qí sī wǎ fū · kè rì shén kē wéi yà kè
janusz kusociński,雅努什·库索钦斯基,yǎ nǔ shén · kù suǒ qīn sī jī
kazimierz lipień,卡齐米日·利平,kǎ qí mǐ rì · lì píng
robert biedroń,罗伯特·比德隆,luó bǎi tè · bǐ dé lóng
emerson fittipaldi,埃默松·菲蒂帕尔迪,āi mò sōng · fēi dì pà ěr dí
stanisława walasiewicz,斯坦尼斯瓦娃·瓦拉谢维奇,sī tǎn ní sī wǎ wá · wǎ lā xiè wéi qí
krzysztof matyjaszewski,克日什托夫·马蒂亚谢夫斯基,kè rì shén tuō fū · mǎ dì yà xiè fū sī jī
michał jurecki,米哈乌·尤雷茨基,mǐ hā wū · yóu léi cí jī
artur rubinstein,阿图尔·鲁宾斯坦,ā tú ěr · lǔ bīn sī tǎn
bartosz jurecki,巴尔托什·尤雷茨基,bā ěr tuō shén · yóu léi cí jī
ryszard katus,理夏德·卡图斯,lǐ xià dé · kǎ tú sī
piotr świerczewski,彼得·希维尔切夫斯基,bǐ dé · xī wéi ěr qiè fū sī jī
éric srecki,埃里克·斯雷基,āi lǐ kè · sī léi jī
jan gottlieb bloch,扬·戈特利布·布洛赫,yáng · gē tè lì bù · bù luò hè
sebastián setti,施巴斯坦·薛迪,shī bā sī tǎn · xuē dí
rafał szukała,拉法乌·舒卡瓦,lā fǎ wū · shū kǎ wǎ
radosław majewski,拉多斯瓦夫·马耶夫斯基,lā duō sī wǎ fū · mǎ yē fū sī jī
dan dickau,丹·迪考,dān · dí kǎo
rudolf weigl,鲁道夫·魏格尔,lǔ dào fū · wèi gé ěr
stanisław jaśkowski,斯坦尼斯瓦夫·亚希科夫斯基,sī tǎn ní sī wǎ fū · yà xī kē fū sī jī
nâzım hikmet,纳欣·希克美,nà xīn · xī kè měi
radosław wojtaszek,拉多斯瓦夫·沃伊塔泽克,lā duō sī wǎ fū · wò yī tǎ zé kè
harald konopka,哈拉尔德·科诺普卡,hā lā ěr dé · kē nuò pǔ kǎ
lukas sinkiewicz,卢卡斯·辛基维奇,lú kǎ sī · xīn jī wéi qí
sławomir zawada,斯瓦沃米尔·扎瓦达,sī wǎ wò mǐ ěr · zhā wǎ dá
wojciech szczęsny,沃伊切赫·什琴斯尼,wò yī qiè hè · shén qín sī ní
jerzy brzęczek,耶日·布任切克,yē rì · bù rèn qiè kè
antoni szymanowski,安东尼·希马诺夫斯基,ān dōng ní · xī mǎ nuò fū sī jī
roman ogaza,罗曼·奥加扎,luó màn · ào jiā zhā
tomasz tłuczyński,托马什·特武琴斯基,tuō mǎ shén · tè wǔ qín sī jī
robert sycz,罗伯特·瑟奇,luó bǎi tè · sè qí
kamila augustyn,卡米拉·奥古斯丁,kǎ mǐ lā · ào gǔ sī dīng
jerzy rybicki,耶日·雷比茨基,yē rì · léi bǐ cí jī
jacek majchrowski,亚切克·马赫罗夫斯基,yà qiè kè · mǎ hè luó fū sī jī
marek grechuta,马雷克·格雷彻塔,mǎ léi kè · gé léi chè tǎ
paweł golański,帕维乌·戈兰斯基,pà wéi wū · gē lán sī jī
zenon jaskuła,泽农·亚斯库瓦,zé nóng · yà sī kù wǎ
zenon licznerski,泽农·利奇内尔斯基,zé nóng · lì qí nèi ěr sī jī
łeonid krawczuk,列昂尼德·克拉夫丘克,liè áng ní dé · kè lā fū qiū kè
michał żyro,米切尔·佐罗,mǐ qiè ěr · zuǒ luó
mariusz fyrstenberg,马利尤斯·费腾柏格,mǎ lì yóu sī · fèi téng bǎi gé
józef grudzień,约瑟夫·格鲁津,yuē sè fū · gé lǔ jīn
piotr stępień,彼得·斯滕平,bǐ dé · sī téng píng
israel epstein,伊斯雷尔·爱泼斯坦,yī sī léi ěr · ài pō sī tǎn
paul zielinski,保罗·杰林斯基,bǎo luó · jié lín sī jī
bohdan paczyński,玻丹·帕琴斯基,bō dān · pà qín sī jī
franciszek gąsienica groń,弗朗齐歇克·贡谢尼察·格龙,fú lǎng qí xiē kè · gòng xiè ní chá · gé lóng
marcin lewandowski,马尔钦·莱万多夫斯基,mǎ ěr qīn · lái wàn duō fū sī jī
damian janikowski,达米扬·雅尼科夫斯基,dá mǐ yáng · yǎ ní kē fū sī jī
damian wleklak,达米安·弗莱克拉克,dá mǐ ān · fú lái kè lā kè
tomasz wójtowicz,托马什·武伊托维奇,tuō mǎ shén · wǔ yī tuō wéi qí
józef czapski,约瑟夫·恰普斯基,yuē sè fū · qià pǔ sī jī
aleksander kłak,亚历山大·克瓦克,yà lì shān dà · kè wǎ kè
czesław młotfijałkowski,切斯瓦夫·姆沃特菲亚乌科夫斯基,qiè sī wǎ fū · mǔ wò tè fēi yà wū kē fū sī jī
ignacy jan paderewski,伊格纳奇·扬·帕德雷夫斯基,yī gé nà qí · yáng · pà dé léi fū sī jī
jerzy dudek,耶日·杜德克,yē rì · dù dé kè
arkadiusz onyszko,阿尔卡迪乌什·奥内什科,ā ěr kǎ dí wū shén · ào nèi shén kē
ryszard kubiak,理夏德·库比亚克,lǐ xià dé · kù bǐ yà kè
czesław lang,切斯瓦夫·兰格,qiè sī wǎ fū · lán gé
anna jagodzińska,安娜·雅高冼思嘉,ān nà · yǎ gāo xiǎn sī jiā
mitch kupchak,米契·库普恰克,mǐ qì · kù pǔ qià kè
wojciech zabłocki,沃伊切赫·扎布沃茨基,wò yī qiè hè · zhā bù wò cí jī
marek leśniewski,马雷克·莱希涅夫斯基,mǎ léi kè · lái xī niè fū sī jī
wojciech kurtyka,欧特克·克提卡,ōu tè kè · kè tí kǎ
tomasz motyka,托马什·莫蒂卡,tuō mǎ shén · mò dì kǎ
dariusz adamczuk,达留什·亚当丘克,dá liú shén · yà dāng qiū kè
artur boruc,阿尔图尔·博鲁茨,ā ěr tú ěr · bó lǔ cí
mateusz skutnik,马修·斯库尼克,mǎ xiū · sī kù ní kè
bob kurland,鲍勃·库兰,bào bó · kù lán
tadeusz dembończyk,塔德乌什·德姆邦奇克,tǎ dé wū shén · dé mǔ bāng qí kè
jan szczepański,扬·什切潘斯基,yáng · shén qiè pān sī jī
łukasz moreń,卢卡斯·莫伦,lú kǎ sī · mò lún
wojciech szkudlarczyk,沃伊切赫·苏库德拉尔塞克,wò yī qiè hè · sū kù dé lā ěr sāi kè
david seymour,大卫·西蒙,dà wèi · xī méng
benedykt dybowski,本内迪科特·迪波夫斯基,běn nèi dí kē tè · dí bō fū sī jī
szymon askenazy,西蒙·阿什肯纳兹,xī méng · ā shén kěn nà zī
henryk iwaniec,亨里克·伊万尼克,hēng lǐ kè · yī wàn ní kè
adrian zieliński,阿德里安·杰林斯基,ā dé lǐ ān · jié lín sī jī
leszek drogosz,莱谢克·德罗戈什,lái xiè kè · dé luó gē shén
hilary koprowski,希拉里·科普罗夫斯基,xī lā lǐ · kē pǔ luó fū sī jī
józef lipień,约瑟夫·利平,yuē sè fū · lì píng
brunon bendig,布鲁农·本迪格,bù lǔ nóng · běn dí gé
jerzy adamski,耶日·亚当斯基,yē rì · yà dāng sī jī
bernard ormanowski,贝纳德·奥尔马诺夫斯基,bèi nà dé · ào ěr mǎ nuò fū sī jī
dariusz gęsior,达留什·根肖尔,dá liú shén · gēn xiào ěr
dariusz szubert,达留什·舒伯特,dá liú shén · shū bǎi tè
grzegorz mielcarski,格热戈日·梅尔察尔斯基,gé rè gē rì · méi ěr chá ěr sī jī
tomasz frankowski,托马什·弗兰库斯基,tuō mǎ shén · fú lán kù sī jī
kazimierz bartel,卡齐米日·巴尔泰尔,kǎ qí mǐ rì · bā ěr tài ěr
konrad niedźwiedzki,康拉德·涅季维兹基,kāng lā dé · niè jì wéi zī jī
radosław zawrotniak,拉多斯瓦夫·扎夫罗特尼亚克,lā duō sī wǎ fū · zhā fū luó tè ní yà kè
hubert skrzypczak,胡贝特·斯克日普恰克,hú bèi tè · sī kè rì pǔ qià kè
dawid kubacki,达维德·库巴茨基,dá wéi dé · kù bā cí jī
piotr szulkin,皮奥特尔·舒尔金,pí ào tè ěr · shū ěr jīn
wojciech kowalczyk,沃伊切赫·科瓦尔奇克,wò yī qiè hè · kē wǎ ěr qí kè
ludomir chronowski,卢多米尔·赫罗诺夫斯基,lú duō mǐ ěr · hè luó nuò fū sī jī
alfred tarski,阿尔弗雷德·塔斯基,ā ěr fú léi dé · tǎ sī jī
agnieszka radwańska,阿格涅什卡·拉德万斯卡,ā gé niè shén kǎ · lā dé wàn sī kǎ
adam małysz,亚当·马维什,yà dāng · mǎ wéi shén
andrzej gołota,安杰伊·戈沃塔,ān jié yī · gē wò tǎ
