raymond,ʀɛjmɔ̃
barre,baʀ
alain,alɛ̃
poher,pɔe
mercier,məʀkjɛʀ
rené,ʀɑ̃
fréchet,fʀəʃɛt
jeanaugustedominique,ʒɛ̃oɡystədɔmɛ̃i
ingres,ɛ̃ɡʀɛ
murger,myʀɡe
louise,lwi
borgia,bɔʀɡja
avril,avʀil
lavigne,laviɲ
blériot,bləʀjo
rodin,ʀɔdɛ̃
victor,viktɔʀ
hugo,yɡo
hedi,ədi
slimane,slimɑ̃
édouard,ədwaʀ
balladur,baladyʀ
jobert,ʒɔbəʀ
bayrou,bɛjʀu
octave,ɔktav
mirbeau,miʀbjy
yoan,jɔɑ̃
gouffran,ɡufʀɑ̃
adèle,adɛl
haenel,enɛl
florian,flɔʀjɑ̃
marange,maʀɑ̃
barouh,baʀu
moulin,mulɛ̃
brigitte,bʀiɡi
fontaine,fɔ̃tɛ̃
adolphe,adɔlf
thiers,tiʀ
conon,kõɔ̃
béthune,bətœ̃
pétain,pətɛ̃
mouhamadou,mwɑ̃adu
dabo,dabo
rémy,ʀɑ̃i
vercoutre,vəʀkutʀ
steed,sʒ
malbranque,malbʀɑ̃
asselineau,asəlɛ̃jy
gabin,ɡabɛ̃
alexandre,alɛɡzɑ̃dʀ
lacazette,lakazə
david,davi
bellion,bəljɔ̃
benoît,bənwa
trémoulinas,tʀɑ̃ulɛ̃a
grégory,ɡʀəɡɔʀi
sertic,səʀsʒ
langevin,lɑ̃ɡəvɛ̃
n'guemo,n'ɡɑ̃o
ludovic,lydɔvi
sané,sɑ̃
marc,maʀk
planus,planys
verlaine,vəʀlɛ̃
stéphane,stəfɑ̃
mallarmé,malaʀm
andreï,ɑ̃dʀɛ̈
tarkovski,taʀkɔvssi
laurent,lɔʀɑ̃
jalabert,ʒalabəʀ
fignon,fiɲɔ̃
coupet,kupɛt
hector,əktɔʀ
berlioz,bəʀljo
samuel,sɑ̃ɥɛl
umtiti,œ̃sʒsʒ
josé,ʒo
bové,bɔv
frédéric,fʀədəʀi
bastiat,bastʒa
rachi,ʀaʃi
m'baye,m'bɛ
niang,njɑ̃
alfred,alfʀɛ
malherbe,maləʀ
étienne,əsʒɑ̃n
léopold,ləɔpɔl
trouvelot,tʀuvəlo
saivet,sɛvɛt
audran,odʀɑ̃
quesnay,kəsnɛ
albert,albəʀ
taillandier,tɛlɑ̃djɛʀ
bonnard,bɔ̃naʀ
sophie,sɔfi
germain,ɡəʀmɛ̃
jeandominique,ʒɛ̃dɔmɛ̃i
cassini,kazɛ̃i
walras,walʀa
marcel,maʀsɛl
duchamp,dyʃɑ̃
doré,dɔʀ
anna,ɑ̃na
noailles,nɔɛlɛ
fahid,fai
ben,bɛn
khalfallah,kalfala
bernard,bəʀnaʀ
arnault,aʀnol
rachida,ʀaʃida
dati,dasʒ
edmond,ədmɔ̃
dulac,dyla
thauvin,tovɛ̃
eugène,øɡɛn
delacroix,dəlakʀwaɡ
ravel,ʀavɛl
chopin,ʃɔpɛ̃
julien,ʒyljɛn
offray,ɔfʀɛ
la,la
mettrie,mətʀi
onfray,ɔ̃fʀɛ
évariste,əvaʀis
galois,ɡalwa
robert,ʀɔbəʀ
brasillach,bʀasʒaʃ
tony,tõi
garnier,ɡaʀnjɛʀ
jules,ʒylɛ
verne,vəʀn
sigamary,siɡɑ̃aʀi
diarra,djaʀa
sambou,sɑ̃bu
yatabaré,jatabaʀ
mehdi,mədi
mostefa,mɔstəfa
hantz,ɑ̃t
schuman,ʃymɑ̃
jérôme,ʒəʀom
rothen,ʀɔtɛn
delaunay,dəlonɛ
marie,maʀi
curie,kyʀi
mahiedine,maidɛ̃
mekhissibenabbad,məsizibənaba
leblanc,ləblɑ̃
messier,məsjɛʀ
durkheim,dyʀsɛ̃
sablé,sabl
tristan,tʀistɑ̃
tzara,tzaʀa
seurat,sœʀa
édith,ədi
piaf,pjaf
françoise,fʀɑ̃swa
sagan,saɡɑ̃
courbet,kuʀbɛt
oumar,umaʀ
sissoko,sizɔko
yannick,jɑ̃nik
cahuzac,kayza
wahbi,wabi
khazri,kazʀi
serge,səʀɡ
gainsbourg,ɡɛ̃sbuʀɡ
simone,simɔ̃
beauvoir,bjyvwaʀ
renaud,ʀəno
lavillenie,lavʒəni
aznavour,aznavuʀ
barbusse,baʀby
armand,aʀmɑ̃
joseph,ʒozɛf
gallieni,ɡalini
emmanuel,ɑ̃manɥɛl
d'orléans,d'ɔʀləɑ̃
camus,kɑ̃ys
barbara,baʀbaʀa
blanc,blɑ̃
proust,pʀus
zinédine,zɛ̃ədɛ̃
zidane,zidɑ̃
lasne,lasn
sammaritano,sɑ̃maʀitano
harlem,aʀlɛm
désir,dəsiʀ
françaix,fʀɑ̃sɛɡ
appert,apəʀ
cézanne,seɑ̃n
bardot,baʀdo
lloris,lɔʀi
corentin,kɔʀɑ̃tɛ̃
martins,maʀtɛ̃
sabri,sabʀi
lamouchi,lɑ̃uʃi
émilie,ɑ̃ili
châtelet,ʃɑ̃təlɛt
adil,adil
rami,ʀɑ̃i
mathieu,matjy
debuchy,dəbyʃi
igor,iɡɔʀ
stravinsky,stʀavɛ̃ssi
jonathan,ʒõatɑ̃
ayité,ɛji
mendy,mɛ̃di
daniel,danjɛl
sanchez,sɑ̃ʃe
schmid,ʃmi
beckett,bəkkə
fernandel,fəʀnɑ̃dɛl
giroud,ɡiʀu
yohan,jɔɑ̃
cabaye,kabɛ
ismaël,ismaɛl
traoré,tʀaɔʀ
roger,ʀɔɡe
martin,maʀtɛ̃
gard,ɡaʀ
karim,kaʀɛ̃
benzema,bɑ̃zɑ̃a
kenny,sɛ̃ni
lala,lala
catherine,katəʀɛ̃
clèves,klɛvɛ
florent,flɔʀɑ̃
malouda,maluda
koscielny,kɔssilni
bonaparte,bõapaʀ
gauguin,ɡoɡɥɛ̃
nadar,nadaʀ
deniker,dənike
patrice,patʀi
évra,əvʀa
mexès,mɛɡzɛ
manet,manɛt
amélie,ɑ̃əli
leuchtenberg,lœʃtɑ̃bəʀɡ
richard,ʀiʃaʀ
marvin,maʀvɛ̃
compper,kɔ̃pe
girard,ɡiʀaʀ
samir,sɑ̃iʀ
nasri,nasʀi
valbuena,valbɥɛna
franck,fʀɑ̃k
ribéry,ʀibəʀi
anthony,ɑ̃tõi
réveillère,ʀəvɛlɛʀ
blaise,blɛ
matuidi,matɥidi
boris,bɔʀi
vian,vjɑ̃
louisphilippe,lwisfili
ier,jɛʀ
ney,nɛ
becquerel,bəkəʀɛl
valérie,valəʀi
donzelli,dɔ̃zəli
ledroit,lədʀwa
catalan,katalɑ̃
steve,stəv
mandanda,mɑ̃dɑ̃da
jérémy,ʒəʀɑ̃i
ménez,məne
yann,jɑ̃n
m'vila,m'vʒa
alou,alu
sébastien,səbastʒɛn
loeb,lɔɛ
jarry,ʒaʀi
larionov,laʀjõɔv
dominique,dɔmɛ̃i
pinon,pɛ̃ɔ̃
poussin,puzɛ̃
jacques,ʒazɛ
offenbach,ɔfɑ̃baʃ
derrida,dəʀida
alekhine,aləsɛ̃
sidney,sidnɛ
govou,ɡɔvu
gaël,ɡaɛl
clichy,kliʃi
cédric,kədʀi
carrasso,kaʀazo
hatem,atɛm
arfa,aʀfa
bacary,bakaʀi
sagna,saɲa
william,wiljam
gallas,ɡala
djibril,dʒibʀil
cissé,si
abidal,abidal
anelka,anəlka
bocuse,bɔky
guetta,ɡəta
simon,simɔ̃
sully,syli
prudhomme,pʀydɔ̃m
squillaci,skʒazi
fourier,fuʀjɛʀ
abou,abu
diaby,djabi
toulalan,tulalɑ̃
marouane,maʀwɑ̃
chamakh,ʃɑ̃a
bergson,bəʀɔ̃
ilona,ilõa
mitrecey,mitʀəsɛ
anatole,anatɔl
france,fʀɑ̃
nadia,nadja
boulanger,bulɑ̃ɡe
alexis,alɛɡzi
tocqueville,tɔkəvil
suger,syɡe
médicis,mədizi
ferdinand,fəʀdɛ̃ɑ̃
kellermann,kələʀmɑ̃n
villepin,vʒəpɛ̃
zabou,zabu
breitman,bʀɛtmɑ̃
bruno,bʀœ̃o
cremer,kʀɑ̃e
zacarias,zakaʀja
moussaoui,muzawi
mitterrand,mitəʀɑ̃
marion,maʀjɔ̃
cotillard,kɔtʒaʀ
voltaire,vɔltɛʀ
mistral,mistʀal
ginola,ɡɛ̃ɔla
sophia,sɔfja
loren,lɔʀɛn
pompidou,pɔ̃pidu
honoré,õɔʀ
balzac,balza
mickaël,mikkaɛl
pagis,paɡi
gaulle,ɡol
gabriel,ɡabʀjɛl
lippmann,lipmɑ̃n
coluche,kɔlyʃ
flaubert,flobəʀ
josquin,ʒɔssɛ̃
des,dɛ
prés,pʀɛ
chirac,ʃiʀa
tamatoa,tɑ̃atɔa
wagemann,waɡɑ̃ɑ̃n
guillaume,ksaœ̃
apollinaire,apɔlɛ̃ɛʀ
carla,kaʀla
bruni,bʀœ̃i
ève,ɛv
francis,fʀɑ̃si
valéry,valəʀi
giscard,ɡiskaʀ
d'estaing,d'əstɛ̃ɡ
guy,ɡi
maupassant,mopazɑ̃
patrick,patʀik
chila,ʃʒa
aatif,asʒf
chahechouhe,ʃaəʃu
ambrière,ɑ̃bʀjɛʀ
bartholomew,baʀtɔlɔmɛw
ogbeche,ɔɡbəʃ
miralem,miʀalɛm
pjanić,pʒaniḱ
baala,bala
zao,zao
wouki,wuzi
descartes,dəskaʀtɛ
reno,ʀəno
perrin,pəʀɛ̃
léveillé,ləvɛl
desproges,dəspʀɔɡɛ
funès,fœ̃ɛ
bourvil,buʀvil
bixente,bisɑ̃
lizarazu,lizaʀazy
django,dʒɑ̃ɡo
reinhardt,ʀɛ̃aʀt
sandorfi,sɑ̃dɔʀfi
petit,pəsʒ
thierry,tiʀi
omeyer,ɔmɛje
landreau,lɑ̃dʀjy
pavel,pavɛl
dourov,duʀɔv
ricard,ʀikaʀ
maurras,mɔʀʀa
george,ʒɔʀɡ
sand,sɑ̃
manuel,manɥɛl
valls,val
prost,pʀɔs
foucault,fukol
camille,kɑ̃il
pissarro,pizaʀo
valery,valəʀi
larbaud,laʀbo
aurore,ɔʀɔʀ
clément,klɑ̃ɑ̃
wissam,wizam
yedder,iəde
gérard,ɡəʀaʀ
philipe,fili
aragon,aʀaɡɔ̃
heinrich,ɛ̃ʀiʃ
heine,ɛ̃
andré,ɑ̃dʀ
the,tə
giant,ɡjɑ̃
elsa,əlsa
triolet,tʀjɔlɛt
neuville,nœvil
manaudou,manodu
adam,adam
halle,al
lacombe,lakɔ̃
platini,plasʒni
muffat,myfa
élisa,əliza
lucien,lykjɛn
malraux,malʀoɡ
pinoteau,pɛ̃ɔsʒy
willy,wili
sagnol,saɲɔl
anne,ɑ̃n
d'autriche,d'otʀiʃ
murat,myʀa
alphonse,alfɔ̃
daudet,dodɛt
messiaen,məsjaɛn
bréhier,bʀəjɛʀ
boutroux,butʀuɡ
py,pi
ulrich,ylʀiʃ
ramé,ʀam
jehanne,ʒəɑ̃n
d'alcy,d'alsi
zoumana,zumana
camara,kɑ̃aʀa
cartailhac,kaʀtaʒa
aravane,aʀavɑ̃
rezaï,ʀeai
martine,maʀtɛ̃
aubry,obʀi
yeardley,jiʀdlɛ
smith,smi
anouk,anu
aimée,ɛmə
benveniste,bɑ̃vənis
philip,fili
sainton,sɛ̃tɔ̃
signac,siɲa
champion,ʃɑ̃pjɔ̃
joséphine,ʒɔsəfɛ̃
baker,bake
isabelle,izabəl
cohl,kɔl
austen,ostɛn
layard,lɛjaʀ
coué,ku
ousmane,usmɑ̃
coulibaly,kulibali
baysse,bɛ
laval,laval
alizé,ali
cornet,kɔʀnɛt
réard,ʀəaʀ
durand,dyʀɑ̃
macha,maʃa
méril,məʀil
salvador,salvadɔʀ
aymé,aɛ̃
petitbreton,pəsʒtbʀətɔ̃
freycinet,fʀɛjsɛ̃ɛt
gallé,ɡal
mahut,may
fabrice,fabʀi
ehret,əʀɛt
sagbo,saɡbo
éluard,əlɥaʀ
matthieu,matjy
delpierre,dəlpiʀ
méliès,məljɛ
champagne,ʃɑ̃paɲ
aubret,obʀɛt
carlos,kaʀlo
gardel,ɡaʀdɛl
d'aragon,d'aʀaɡɔ̃
sorlin,sɔʀlɛ̃
cornu,kɔʀny
raoul,ʀaul
dufy,dyfi
laure,lɔʀ
lucile,lyzil
hadzihalilovic,adzjalilɔvi
buridan,byʀidɑ̃
dausset,dozɛt
giraud,ɡiʀo
serrault,səʀol
germaine,ɡəʀmɛ̃
íngrid,ínɡʀi
betancourt,bətɑ̃kuʀ
capa,kapa
abel,abɛl
decaux,dəkoɡ
goumba,ɡɔœ̃ba
pavet,pavɛt
courteille,kuʀtɛl
clotilde,klɔsʒl
hesme,əsm
guise,ɡi
hortense,ɔʀtɑ̃
beauharnais,bjɥaʀnɛ
nathalie,natali
dechy,dəʃi
nicot,niko
agnès,aɲɛ
varda,vaʀda
levinas,ləvɛ̃a
man,mɑ̃
ray,ʀɛ
constantin,kɔ̃stɑ̃tɛ̃
brâncuși,bʀɑ̃nkyși
trierweiler,tʀiʀwɛle
irène,iʀɛn
jacob,ʒako
d'ailly,d'ɛli
bassong,bazɔ̃
pétomane,pətɔmɑ̃
furet,fyʀɛt
bouvard,buvaʀ
maginot,maɡɛ̃o
diane,djɑ̃
poitiers,pwasʒəʀ
yaacov,jakɔv
agam,aɡam
coco,kɔko
chanel,ʃanɛl
maritain,maʀitɛ̃
grosjean,ɡʀɔsʒɛ̃
scribe,skʀi
pascal,paskal
chimbonda,ʃɛ̃bɔ̃da
koyré,kwajʀ
brochet,bʀɔʃɛt
clignet,kliɲɛt
leslie,ləsli
caron,kaʀɔ̃
clémence,klɑ̃ɑ̃
hongrie,ɔ̃ʀi
caro,kaʀo
lili,lili
pauline,polɛ̃
iannis,jɑ̃ni
xenakis,ksənazi
dupont,dypɔ̃
nina,nɛ̃a
berberova,bəʀbəʀɔva
gad,ɡa
elmaleh,əlmalɛ
jérémie,ʒəʀɑ̃i
aliadière,aljadjɛʀ
thibaud,tibo
fabry,fabʀi
stephanie,stəfani
szostak,szɔsta
caroline,kaʀɔlɛ̃
max,maɡ
linder,lɛ̃de
charlotte,ʃaʀlo
dutilleux,dytʒœɡ
vieira,vjiʀa
edgar,ədɡaʀ
degas,dəɡa
ivan,ivɑ̃
bounine,bunɛ̃
micheline,miʃəlɛ̃
bernardini,bəʀnaʀdɛ̃i
charpak,ʃaʀpa
fert,fəʀ
adriana,adʀjana
karembeu,kaʀɑ̃bø
ambroise,ɑ̃bʀwa
paré,paʀ
benois,bənwa
renault,ʀənol
michèle,miʃɛl
edme,ədm
mariotte,maʀjo
romain,ʀɔmɛ̃
rolland,ʀɔlɑ̃
rond,ʀɔ̃
d'alembert,d'alɑ̃bəʀ
kanga,kɑ̃ɡa
akalé,akal
marguerite,maʀɡəʀi
duras,dyʀa
fourniret,fuʀniʀɛt
cresson,kʀəsɔ̃
delors,dəlɔʀ
lamy,lɑ̃i
brunhes,bʀœ̃ɛ
deleuze,dəlø
lacenaire,lakənɛʀ
souphanouvong,sufanuvɔ̃
léo,ləo
ferré,fəʀ
braque,bʀa
léa,ləa
seydoux,sɛjduɡ
foix,fwaɡ
constance,kɔ̃stɑ̃
d'arles,d'aʀlɛ
marieantoinette,maʀjɛ̃twanə
arp,aʀ
steevy,sʒvi
chong,ʃɔ̃
hue,y
kaufman,kofmɑ̃
théodore,təɔdɔʀ
caruelle,kaʀɥɛl
d'aligny,d'aliɲi
dany,dani
robin,ʀɔbɛ̃
douchez,duʃe
gide,ɡi
arsène,aʀsɛn
wenger,wɑ̃ɡe
celan,kəlɑ̃
aristide,aʀisʒ
maillol,mɛlɔl
isabeau,izabjy
bavière,bavjɛʀ
györgy,ɡjɔ̈ʀɡi
kurtág,kyʀtáɡ
angélique,ɑ̃ɡəli
kidjo,sidʒo
monod,mõo
d'anjou,d'ɑ̃ʒu
didier,didjɛʀ
drogba,dʀɔɡba
odilon,ɔdilɔ̃
redon,ʀədɔ̃
arago,aʀaɡo
claire,klɛʀ
keim,sɛ̃
bianchi,bjɑ̃ʃi
leszczynska,ləszkzɛ̃ska
otar,ɔtaʀ
iosseliani,jɔsəljani
schmitt,ʃmi
scheffer,ʃəfe
moïse,mwä
kisling,sislɛ̃ɡ
raïs,ʀai
m'bolhi,m'bɔli
blanchard,blɑ̃ʃaʀ
rousseau,ʀusjy
klein,klɛ̃
gensac,ɡɑ̃sa
dulong,dylɔ̃
xavier,ksavjɛʀ
boisselot,bwasəlo
nivelle,nivəl
clostermann,klɔstəʀmɑ̃n
schweitzer,ʃwɛtze
borel,bɔʀɛl
josephantoine,ʒɔsəfɑ̃tɔɛ̃
poniatowski,põjatossi
jeanne,ʒɛ̃n
bourbon,buʀbɔ̃
vasarely,vazaʀəli
cavallier,kavaljɛʀ
sorel,sɔʀɛl
luxembourg,lyɡzɑ̃buʀɡ
karina,kaʀɛ̃a
andler,ɑ̃dle
breton,bʀətɔ̃
préville,pʀəvil
djamel,dʒɑ̃ɛl
abdoun,abdɔœ̃
atget,atɡɛt
granjon,ɡʀɑ̃ʒɔ̃
feydeau,fɛjdjy
sédar,sədaʀ
senghor,sɑ̃ɡɔʀ
valeria,valəʀja
tedeschi,tədəʃi
gontcharova,ɡɔ̃t͡ʃaʀɔva
doisneau,dwasnjy
vallière,valjɛʀ
tauziat,tozja
basil,bazil
zaharoff,zaaʀɔf
schumann,ʃymɑ̃n
chastel,ʃastɛl
chiara,ʃjaʀa
mastroianni,mastʀwaɑ̃ni
bigot,biɡo
moritz,mɔʀit
moszkowski,mɔszkossi
delaroche,dəlaʀɔʃ
péraire,pəʀɛʀ
ronsard,ʀɔ̃saʀ
peter,pəte
brook,bʀɔo
gallon,ɡalɔ̃
ernst,əʀns
benda,bɑ̃da
suzanne,syzɑ̃n
lenglen,lɑ̃ɡlɛn
maria,maʀja
malibran,malibʀɑ̃
gnassingbé,ɲazɛ̃ɡ
eyadéma,ɛjadɑ̃a
jouhaux,ʒwoɡ
cassin,kazɛ̃
poésy,pɔezi
jacqueline,ʒakəlɛ̃
elliott,əljo
erwitt,əʀwi
ellul,əlyl
couperin,kupəʀɛ̃
adhémar,adɑ̃aʀ
monteil,mɔ̃tɛl
zacharie,zaʃaʀi
astruc,astʀy
renoir,ʀənwaʀ
leroy,ləʀwaj
césar,kəsaʀ
léotard,ləɔtaʀ
mauriat,mɔʀja
rohmer,ʀɔme
benjamin,bɑ̃ʒɑ̃ɛ̃
péret,pəʀɛt
colette,kɔlə
besson,bəsɔ̃
lorraine,lɔʀɛ̃
tatiana,tasʒana
golovin,ɡɔlɔvɛ̃
christine,ʃʀistɛ̃
arron,aʀɔ̃
sonia,sõja
laurencin,lɔʀɑ̃sɛ̃
sandrine,sɑ̃dʀɛ̃
bonnaire,bɔ̃nɛʀ
néel,nəɛl
boulez,bule
rouault,ʀwol
lila,lʒa
kedrova,kədʀɔva
ginette,ɡɛ̃ə
neveu,nəvø
arielle,aʀil
dombasle,dɔ̃basl
eléonor,ələõɔʀ
rouxel,ʀuɡzɛl
grancey,ɡʀɑ̃sɛ
antoinette,ɑ̃twanə
nana,nana
djimou,dʒimu
grégoire,ɡʀəɡwaʀ
colin,kɔlɛ̃
rollet,ʀɔlɛt
l'isle,l'isl
weil,wɛl
rolle,ʀɔl
stephan,stəfɑ̃
eicher,ɛʃe
thomas,tɔma
fersen,fəʀsɛn
vanessa,vanəsa
paradis,paʀadi
marbot,maʀbo
gaston,ɡastɔ̃
julia,ʒylja
léandre,ləɑ̃dʀ
leroux,ləʀuɡ
dandelot,dɑ̃dəlo
dehodencq,dəɔdɑ̃kk
cernuschi,kəʀnyʃi
karl,kaʀl
girardet,ɡiʀaʀdɛt
derain,dəʀɛ̃
bourdieu,buʀdjy
inès,ɛ̃ɛ
jeannie,ʒɛ̃ni
longo,lɔ̃ɡo
ludivine,lydivɛ̃
sagnier,saɲjɛʀ
long,lɔ̃
henriot,ɑ̃ʀjo
guimet,ɡimɛt
philippoteaux,filipɔsʒyɡ
mark,maʀ
andre,ɑ̃dʀ
cavanna,kavɑ̃na
truffaut,tʀyfo
alberto,albəʀto
giacometti,ɡjakɔməʒ
tiersen,tʒəʀsɛn
schuffenecker,ʃyfənəkke
senart,sənaʀ
emmanuelle,ɑ̃manɥɛl
seigner,sɛɲe
julie,ʒyli
coin,kɔɛ̃
halbwachs,albwaʃ
christian,ʃʀisʒɑ̃
gautier,ɡosʒɛʀ
tati,tasʒ
roman,ʀɔmɑ̃
polanski,pɔlɑ̃ssi
mauroy,mɔʀwaj
juliette,ʒyli
gréco,ɡʀəko
foucauld,fukol
carné,kaʀn
walter,walte
darlan,daʀlɑ̃
bretagne,bʀətaɲ
eugénie,øɡəni
montijo,mɔ̃sʒʒo
danielle,danil
darrieux,daʀjyɡ
valadon,valadɔ̃
bloch,blɔʃ
febvre,fəbvʀ
jorge,ʒɔʀɡ
semprún,sɑ̃pʀýn
winter,wɛ̃te
mâle,mɑ̃l
lemoine,lɑ̃ɔɛ̃
lombard,lɔ̃baʀ
gabrielle,ɡabʀil
polignac,pɔliɲa
sollers,sɔləʀ
ernest,əʀnəs
renan,ʀənɑ̃
pizan,pizɑ̃
pessard,pəsaʀ
lubin,lybɛ̃
baugin,boɡɛ̃
ollivier,ɔlivjɛʀ
jauzion,ʒozjɔ̃
paladilhe,paladil
enrico,ɑ̃ʀiko
macias,makja
ballon,balɔ̃
axel,aɡzɛl
kahn,kɑ̃
picard,pikaʀ
prudent,pʀydɑ̃
sauret,sɔʀɛt
fernand,fəʀnɑ̃
léger,ləɡe
mélanie,məlani
marceau,maʀkjy
chantal,ʃɑ̃tal
virginie,viʀɡɛ̃i
ledoyen,lədwajɛn
mélissa,məliza
theuriau,tœʀjo
frank,fʀɑ̃
horvat,ɔʀva
balthus,baltys
vittorio,vitɔʀjo
sica,sika
picabia,pikabja
gary,ɡaʀi
perec,pəʀɛ
yoyo,iwajo
ma,ma
morgan,mɔʀɡɑ̃
assia,asja
djebar,dʒəbaʀ
corinne,kɔʀɛ̃n
hermès,əʀmɛ
hélène,əlɛn
cixous,sisu
couture,kutyʀ
knockaert,knɔkseʀ
vaudremer,vodʀɑ̃e
waldteufel,walttœfɛl
roll,ʀɔl
hardy,aʀdi
stanislas,stanisla
leszczynski,ləszkzɛ̃ssi
marielouise,maʀilwi
clair,klɛʀ
medeiros,mədɛʀo
arletty,aʀləti
clary,klaʀi
paulette,polə
dubost,dybɔs
émilienne,ɑ̃iljɑ̃n
d'alençon,d'alɑ̃sɔ̃
alix,alis
trintignant,tʀɛ̃sʒɲɑ̃
di,di
meco,məko
désiré,dəsiʀ
laugée,loɡə
bréal,bʀəal
borotra,bɔʀɔtʀa
malle,mal
bresson,bʀəsɔ̃
cécilia,kəsilja
attias,aʒa
natalya,natalja
lisovskaya,lizɔvssɛja
coty,kɔti
vincent,vɛ̃kɑ̃
auriol,ɔʀjɔl
nikola,nikɔla
karabatic,kaʀabasʒ
vigo,viɡo
verneuil,vəʀnœil
tourneur,tuʀnœʀ
cornelius,kɔʀnəljy
castoriadis,kastɔʀjadi
lebrun,ləbʀœ̃
villars,vʒaʀs
kontchalovski,kɔ̃t͡ʃalɔvssi
chabrol,ʃabʀɔl
becker,bəkke
ophüls,ɔfÿl
bernadette,bəʀnadə
soubirous,subiʀu
bonne,bɔ̃n
tonquédec,tɔ̃kədɛ
aurélien,ɔʀəljɛn
chedjou,ʃədʒu
taffanel,tafanɛl
massot,mazo
mouton,mutɔ̃
enzo,ɑ̃zo
caritoux,kaʀituɡ
sangouma,sɑ̃ɡuma
carrière,kaʀjɛʀ
sérusier,səʀysjɛʀ
mistinguett,mistɛ̃ɡə
claudie,klodi
haigneré,ɛɲəʀ
bourgeois,buʀʒwa
anquetin,ɑ̃kətɛ̃
hébuterne,əbytəʀn
dior,djɔʀ
gueorgiou,ɡəɔʀɡju
martinet,maʀsʒnɛt
bizet,bizɛt
kristeva,kʀistəva
patricia,patʀikja
kaas,ka
monnet,mɔ̃nɛt
chaïm,ʃaim
soutine,sutɛ̃
élodie,əlɔdi
bouchez,buʃe
dora,dɔʀa
maar,maʀ
sagamore,saɡɑ̃ɔʀ
stévenin,stəvənɛ̃
alechinsky,aləʃɛ̃ssi
rouillard,ʀuʒaʀ
zemmour,zɑ̃muʀ
laniel,lanjɛl
ramadier,ʀɑ̃adjɛʀ
emma,ɑ̃ma
shapplin,saplɛ̃
renée,ʀənə
leonor,ləõɔʀ
varela,vaʀəla
dorléac,dɔʀləa
fottorino,fɔtɔʀɛ̃o
macherey,maʃəʀɛ
yung,jœ̃ɡ
faure,fɔʀ
chedanne,ʃədɑ̃n
papon,papɔ̃
millot,milo
hélary,əlaʀi
heidsieck,ɛik
élisabeth,əlizabə
jacquet,ʒakkɥɛ
guerre,ɡəʀ
franz,fʀɑ̃
gall,ɡal
bidzina,bidzɛ̃a
ivanichvili,ivaniʃvili
gilbert,ɡilbəʀ
bécaud,bəko
pagnol,paɲɔl
clara,klaʀa
morgane,mɔʀɡɑ̃
delhomme,dəlɔ̃m
andry,ɑ̃dʀi
rajoelina,ʀaʒɔelɛ̃a
edgard,ədɡaʀ
varèse,vaʀɛ
janet,ʒanɛt
duranty,dyʀɑ̃ti
